"Track","RaceNumber","HorsesRunning"
"AQU","3","9"
"AQU","6","9"
"AQU","8","9"
"AQU","9","9"
"CT","3","9"
"CT","5","9"
"CT","7","9"
"CT","8","9"
"EQC","1","12"
"EQC","3","14"
"EQC","4","9"
"FG","5","14"
"FG","7","9"
"FG","8","9"
"FG","9","12"
"FG","10","9"
"GG","9","9"
"GP","1","14"
"GP","4","13"
"GP","7","13"
"GP","9","12"
"GP","10","11"
"GP","12","13"
"HOU","1","10"
"HOU","5","11"
"HOU","6","9"
"HOU","7","10"
"HOU","8","10"
"HOU","9","11"
"HOU","10","11"
"LRL","5","10"
"LRL","6","9"
"MAY","1","14"
"MAY","2","14"
"MAY","3","10"
"MAY","5","11"
"MAY","6","14"
"MVR","5","9"
"MVR","6","10"
"MVR","7","10"
"MVR","8","9"
"OP","1","9"
"OP","2","11"
"OP","4","9"
"OP","5","10"
"OP","6","12"
"OP","9","14"
"SA","5","12"
"SA","6","10"
"SA","9","12"
"SA","10","14"
"TAM","1","11"
"TAM","2","10"
"TAM","4","14"
"TAM","5","10"
"TAM","6","13"
"TAM","7","13"
"TAM","8","12"
"TAM","9","10"
"TAM","11","13"
"TAM","12","11"
"TP","2","11"
"TP","3","14"
"TP","4","14"
"TP","5","14"
"TP","6","12"
"TP","7","13"
"TP","8","14"
