"Track","RaceNumber","HorsesRunning"
"ARP","6","11"
"BEL","5","12"
"BEL","6","11"
"BEL","8","9"
"BEL","9","16"
"BTP","5","12"
"CD","1","9"
"CD","5","12"
"CD","6","9"
"CD","7","14"
"CD","8","9"
"CD","10","9"
"CT","3","9"
"CT","5","9"
"CT","7","10"
"CT","8","12"
"EQA","1","11"
"EQA","3","14"
"EQA","4","12"
"EQC","2","10"
"EQC","3","12"
"EQC","4","10"
"GG","9","10"
"GG","10","10"
"GP","5","9"
"GP","9","11"
"LRL","1","16"
"LRL","4","14"
"LRL","5","10"
"LRL","6","16"
"LRL","8","11"
"LRL","9","14"
"LS","3","10"
"LS","4","11"
"LS","5","12"
"LS","7","10"
"LS","8","10"
"LS","9","12"
"LS","10","12"
"LS","11","12"
"MED","1","9"
"MED","3","9"
"MED","4","14"
"MED","5","10"
"MED","6","9"
"MR","1","16"
"MR","2","11"
"MR","3","12"
"MR","4","14"
"MR","5","16"
"MR","6","15"
"MR","7","16"
"MR","8","16"
"MTH","1","9"
"MTH","3","9"
"MTH","4","14"
"MTH","5","10"
"MTH","6","9"
"RP","6","9"
"RP","7","11"
"RP","9","10"
"SA","3","12"
"SA","7","9"
"SA","9","12"
"WRD","10","10"
"WRD","11","10"
