"Date","TrackID","Raceclass","RaceNumber","HorseName","MorningLine","ProgramNumber","PostPos","Medication","SireName"
"2020-12-02","DED","MAIDEN CLAIMING($20,000) ","3","Tincan Man","10-1"," 8 ","8","FTL","Silent Pleasure"
"2020-12-02","DED","MAIDEN SPECIAL WEIGHT ","5","Rather Precocious","10-1"," 3 ","3","FTL","Fed Biz"
"2020-12-02","DED","MAIDEN SPECIAL WEIGHT ","5","Floor General","9-2"," 4 ","4","FTL","Court Vision"
"2020-12-02","DED","MAIDEN SPECIAL WEIGHT ","5","Run Ethan Run","20-1"," 5 ","5","FTL","Calibrachoa"
"2020-12-02","DED","MAIDEN SPECIAL WEIGHT ","5","Sermononthemount","12-1"," 8 ","8","FTL","Tale of Ekati"
"2020-12-02","DED","MAIDEN CLAIMING($10,000) ","9","Tornado Ellie","12-1"," 6 ","6","FTL","Red Sky Dubai"
"2020-12-02","DED","MAIDEN CLAIMING($10,000) ","9","Arancia","8-1","10 ","10","FTL","Izzie's Halo"
"2020-12-02","EVD","MAIDEN CLAIMING($5,000) ","3","Fly On Jess","6-1"," 3 ","3","FTL","Jess Elie"
"2020-12-02","EVD","MAIDEN CLAIMING($20,000) ","7","Jess a Fast Dash","12-1"," 5 ","5","FTL","Heza Fast Dash"
"2020-12-02","MNR","MAIDEN SPECIAL WEIGHT ","3","My Boy Stryker","6-5"," 3 ","3","FTL","Yarrow Brae"
"2020-12-02","MVR","MAIDEN SPECIAL WEIGHT ","3","Volume of Trust","10-1"," 1 ","1","FTL","Tidal Volume"
"2020-12-02","MVR","MAIDEN SPECIAL WEIGHT ","5","Volume Leader","10-1"," 5 ","5","FTL","Tidal Volume"
"2020-12-02","MVR","MAIDEN SPECIAL WEIGHT ","5","Zero Given","15-1"," 8 ","8","FTL","Carnacks Choice"
"2020-12-02","MVR","MAIDEN CLAIMING($5,000) ","8","Ms Gio Point","15-1"," 4 ","4","FTL","Gio Ponti"
"2020-12-02","PEN","MAIDEN CLAIMING($14,000) ","1","Heather's Gold","6-1"," 4 ","4","FTL","Orb"
"2020-12-02","PEN","MAIDEN CLAIMING($14,000) ","1","Nominator","8-1","12 ","12","FTL","Palace"
"2020-12-02","PEN","MAIDEN CLAIMING($22,500) ","6","Bermondsey","9-2"," 3 ","3","FTL","Gemologist"
"2020-12-02","PEN","MAIDEN CLAIMING($7,500) ","10","Cyberspace","8-1"," 2 ","2","FTL","Jump Start"
"2020-12-02","RP","MAIDEN CLAIMING($7,500) ","2","Gospel Tiz Joy","8-1"," 8 ","8","FTL","Gospel Tiz Key"
"2020-12-02","RP","MAIDEN SPECIAL WEIGHT ","5","Crafty Heat","20-1"," 1 ","1","FTL","Latent Heat"
"2020-12-02","RP","MAIDEN SPECIAL WEIGHT ","5","Got Swagger","6-1"," 9 ","9","FTL","Excaper"
"2020-12-02","RP","MAIDEN SPECIAL WEIGHT ","9","Blame It On Mamie","12-1"," 1 ","1","FTL","Verrazano"
"2020-12-02","RP","MAIDEN SPECIAL WEIGHT ","9","Sweet Adeline","10-1"," 5 ","5","FTL","Hard Spun"
"2020-12-02","RP","MAIDEN SPECIAL WEIGHT ","9","Spicy Girl","8-1"," 6 ","6","FTL","Elusive Quality"
"2020-12-02","RP","MAIDEN SPECIAL WEIGHT ","9","Its My Money Too","15-1"," 8 ","8","FTL","Bradester"
"2020-12-02","RP","MAIDEN SPECIAL WEIGHT ","9","Stone Top","5-1"," 9 ","9","FTL","Stonesider"
"2020-12-02","TAM","MAIDEN SPECIAL WEIGHT ","7","In Moderation","8-1"," 9 ","9","FTL","Even the Score"
"2020-12-02","ZIA","MAIDEN ","3","Oh Whatta Dream","9-2"," 7 ","7","FTL","Jesse James Jr"
"2020-12-02","ZIA","MAIDEN ","3","Jess Milk Money","30-1","11 ","11","FTL","Jesse James Jr"
"2020-12-02","ZIA","MAIDEN CLAIMING($10,000) ","6","Evening Storm","8-1"," 4 ","4","FTL","Tailfromthecrypt"
"2020-12-02","ZIA","MAIDEN CLAIMING($10,000) ","6","Speed Seal","5-1"," 8 ","8","FTL","Punctuate"
"2020-12-02","ZIA","MAIDEN CLAIMING($10,000) ","6","Jeanne Ina Bottle","9-2"," 9 ","9","FTL","Indy Express"
