"Date","TrackID","Raceclass","RaceNumber","HorseName","MorningLine","ProgramNumber","PostPos","Medication","SireName"
"2020-11-15","AQU","Winter Memories S.","9","Faccio Io (GB)","10-1"," 4 ","4","FTL","Bated Breath*GB"
"2020-11-15","CHA","MAIDEN SPECIAL WEIGHT ","3","Broken Force",""," 6 ","6","FTL","Broken Vow"
"2020-11-15","DMR","ALLOWANCE OPTIONAL CLAIMING($40,000) ","7","Hermaphrodite (FR)","5-2"," 6 ","6","FTL","Le Havre*Ire"
"2020-11-15","GG","CANCELLED ","4","Oh Lady Oh","10-1"," 1 ","1","FTL","Oh Tanner"
"2020-11-15","GG","CANCELLED ","9","Lookn Big","30-1"," 2 ","2","FTL","Mr. Big"
"2020-11-15","GG","CANCELLED ","9","Saint Grey","15-1"," 3 ","3","FTL","Girolamo"
"2020-11-15","GPW","MAIDEN SPECIAL WEIGHT ","6","Rey de Ligas (CHI)","10-1"," 4 ","4","FTL","Megliore Di Tutti*Chi"
"2020-11-15","HAW","MAIDEN SPECIAL WEIGHT ","5","Wheels","12-1"," 2 ","2","FTL","Will Take Charge"
"2020-11-15","HAW","MAIDEN SPECIAL WEIGHT ","5","Tizrik","15-1"," 4 ","4","FTL","Tizway"
"2020-11-15","HAW","MAIDEN SPECIAL WEIGHT ","5","Frontier Charlie","12-1"," 6 ","6","FTL","Cinco Charlie"
"2020-11-15","HAW","MAIDEN SPECIAL WEIGHT ","5","Above Nike","10-1"," 7 ","7","FTL","Well Positioned"
"2020-11-15","LRL","WAIVER MAIDEN CLAIMING($35,000) ","5","Caprichosa","20-1"," 8 ","8","FTL","City Sharpster"
"2020-11-15","LS","MAIDEN CLAIMING($5,000) ","6","Ninel Secret","30-1"," 6 ","6","FTL","We Have a Secret"
"2020-11-15","LS","MAIDEN CLAIMING($5,000) ","6","Mda Jess Runner","30-1"," 7 ","7","FTL","Jess Pop My Rocket"
"2020-11-15","LS","MAIDEN ","12","Late Nite Train","20-1"," 6 ","6","FTL","Freighttrain B"
"2020-11-15","MNR","MAIDEN CLAIMING($4,000) ","3","Daisy Mae","12-1"," 2 ","2","FTL","Fierce Wind"
