"Date","TrackID","Raceclass","RaceNumber","HorseName","MorningLine","ProgramNumber","PostPos","Medication","SireName"
"2020-11-09","IND","MAIDEN CLAIMING($5,000) ","1","Gordon","15-1"," 4 ","4","FTL","Commissioner"
"2020-11-09","IND","ALLOWANCE ","3","Yes Sir Robert","8-1"," 2 ","2","FTL","Strong Mandate"
"2020-11-09","IND","MAIDEN SPECIAL WEIGHT ","6","Verry Amelia","12-1"," 1 ","1","FTL","Verrazano"
"2020-11-09","IND","MAIDEN SPECIAL WEIGHT ","6","Covenant Lady","6-1"," 6 ","6","FTL","Temple City"
"2020-11-09","IND","MAIDEN SPECIAL WEIGHT ","8","Eyeseeyou","15-1"," 6 ","6","FTL","Can the Man"
"2020-11-09","IND","MAIDEN SPECIAL WEIGHT ","10","Two Lucky","30-1"," 1 ","1","FTL","I'm So Lucky"
"2020-11-09","MVR","MAIDEN SPECIAL WEIGHT ","3","Cliftons Ballerina","10-1"," 3 ","3","FTL","Louis Quatorze"
"2020-11-09","MVR","ALLOWANCE ","4","First Song","5-2","7  ","6","FTL","Itsthesameoldsong"
"2020-11-09","PRX","STARTER OPTIONAL CLAIMING($30,000) ","1","Going Going Gone","6-1"," 6 ","6","FTL","Orb"
"2020-11-09","PRX","MAIDEN CLAIMING($25,000) ","3","Captiva Star","9-2"," 2 ","2","FTL","Jump Start"
"2020-11-09","PRX","MAIDEN CLAIMING($25,000) ","3","Ciarrai Abu","20-1"," 5 ","5","FTL","Seville*Ger"
"2020-11-09","PRX","MAIDEN CLAIMING($25,000) ","7","Iron Lad","9-2"," 9 ","9","FTL","Palace"
"2020-11-09","ZIA","MAIDEN ","1","Demaz D Flyer","15-1"," 4 ","4","FTL","El Damazo"
"2020-11-09","ZIA","MAIDEN ","3","Aflashofglory","12-1","10 ","10","FTL","First Moonflash"
