"Track","RaceNumber","HorsesRunning"
"DED","1","12"
"DED","4","10"
"DED","5","12"
"DED","6","11"
"DED","7","12"
"DED","8","11"
"DED","9","12"
"LAD","1","10"
"LAD","5","9"
"LAD","6","9"
"LAD","7","10"
"MVR","3","9"
"MVR","4","9"
"MVR","5","10"
"MVR","6","9"
"MVR","7","9"
"MVR","8","11"
"PRX","4","9"
"PRX","6","9"
"PRX","7","11"
"PRX","8","9"
"PRX","9","10"
"PRX","10","14"
"TUP","1","10"
"TUP","3","9"
"TUP","4","9"
"TUP","6","10"
"TUP","7","12"
"TUP","8","10"
"TUP","9","10"
