"Track","RaceNumber","HorsesRunning"
"CT","4","9"
"CT","6","10"
"CT","7","12"
"CT","8","11"
"DED","3","11"
"DED","4","9"
"DED","5","9"
"DED","8","9"
"DED","9","11"
"GP","5","11"
"GP","10","13"
"HOU","5","10"
"HOU","6","9"
"HOU","8","9"
"HOU","10","11"
"MVR","1","10"
"MVR","5","9"
"MVR","6","9"
"MVR","8","10"
"PEN","3","10"
"PRX","3","9"
"PRX","7","9"
"PRX","9","10"
"PRX","10","15"
"TAM","3","10"
"TAM","7","11"
"TAM","9","12"
"TP","3","10"
"TP","4","11"
"TP","5","10"
"TP","7","12"
"TP","8","14"
"TUP","1","12"
"TUP","2","12"
"TUP","4","9"
"TUP","5","9"
"TUP","6","9"
"TUP","8","10"
"TUP","9","10"
"TUP","10","12"
