"Track","RaceNumber","HorsesRunning"
"ALB","1","9"
"ALB","2","12"
"ALB","4","9"
"ALB","5","12"
"ALB","6","12"
"ALB","7","11"
"ALB","8","12"
"AP","4","9"
"AP","5","9"
"AP","7","11"
"AP","8","9"
"ARP","1","10"
"ARP","3","10"
"ARP","6","9"
"BEL","4","12"
"BEL","5","11"
"BEL","6","10"
"BEL","8","10"
"BEL","9","9"
"BTP","8","12"
"BTP","9","10"
"BTP","10","12"
"CD","2","9"
"CD","4","11"
"CD","5","11"
"CD","6","12"
"CD","7","11"
"CD","8","10"
"CD","9","10"
"CD","10","12"
"EQA","1","12"
"EQA","3","10"
"EQA","4","10"
"EVD","3","10"
"EVD","4","10"
"EVD","5","10"
"EVD","6","11"
"EVD","7","14"
"EVD","8","9"
"EVD","9","9"
"EVD","10","12"
"GP","2","10"
"GP","4","10"
"GP","7","10"
"GP","9","13"
"LRL","2","11"
"LRL","4","18"
"LRL","7","10"
"LRL","8","12"
"LRL","9","10"
"LRL","10","10"
"LS","1","9"
"LS","2","9"
"LS","3","9"
"LS","4","9"
"LS","5","9"
"LS","6","9"
"LS","7","9"
"LS","8","9"
"LS","9","10"
"LS","10","9"
"LS","11","10"
"LS","12","9"
"LS","13","9"
"LS","14","9"
"MTH","3","11"
"MTH","6","9"
"MTH","7","9"
"PEN","2","9"
"PEN","3","9"
"PRM","10","9"
"RP","2","9"
"RP","6","10"
"RP","9","9"
"WRD","10","10"
"WRD","11","9"
