"Track","RaceNumber","HorsesRunning"
"AQU","1","10"
"AQU","2","10"
"AQU","5","16"
"AQU","6","12"
"AQU","7","11"
"AQU","8","16"
"AQU","9","11"
"CT","5","9"
"CT","7","11"
"CT","8","9"
"DED","1","12"
"DED","3","9"
"DED","4","12"
"DED","5","11"
"DED","7","12"
"DED","8","12"
"DED","9","12"
"EVD","1","10"
"EVD","3","10"
"EVD","5","10"
"EVD","6","10"
"EVD","7","10"
"EVD","8","10"
"EVD","9","10"
"FG","3","9"
"FG","4","14"
"FG","5","10"
"FG","6","9"
"FG","7","16"
"FG","8","11"
"FG","9","13"
"GP","1","12"
"GP","3","11"
"GP","4","9"
"GP","5","14"
"GP","7","16"
"GP","9","13"
"GP","10","14"
"LRL","3","9"
"LRL","8","9"
"RP","2","9"
"RP","5","11"
"RP","6","9"
"RP","7","9"
"RP","8","10"
"RP","9","10"
"TP","1","14"
"TP","2","10"
"TP","3","11"
"TP","4","14"
"TP","5","14"
"TP","6","14"
"TP","7","14"
"TP","8","14"
"ZIA","2","12"
"ZIA","3","12"
"ZIA","4","12"
"ZIA","5","12"
"ZIA","6","11"
"ZIA","7","12"
"ZIA","9","10"
"ZIA","10","12"
