"Track","RaceNumber","HorsesRunning"
"BEL","2","13"
"BEL","4","11"
"BEL","5","10"
"BEL","6","16"
"BEL","7","9"
"BEL","9","10"
"BEL","10","16"
"EQC","1","11"
"EQC","3","12"
"FTP","1","11"
"FTP","2","10"
"FTP","4","10"
"FTP","5","11"
"FTP","7","11"
"FTP","8","11"
"FX","1","12"
"FX","2","10"
"FX","3","14"
"FX","4","12"
"FX","5","10"
"FX","6","11"
"GPW","1","10"
"GPW","3","10"
"GPW","4","13"
"GPW","5","16"
"GPW","7","9"
"GPW","9","13"
"HAW","3","12"
"HAW","4","9"
"HAW","6","9"
"HAW","8","14"
"KEE","4","9"
"KEE","7","12"
"KEE","8","12"
"KEE","10","16"
"LS","1","12"
"LS","2","12"
"LS","3","12"
"LS","4","10"
"LS","6","10"
"LS","7","12"
"LS","8","10"
"LS","9","10"
"LS","10","12"
"LS","11","11"
"LS","12","12"
"MED","1","14"
"MED","3","14"
"MED","5","11"
"MED","7","13"
"MED","9","13"
"MED","10","9"
"MED","11","10"
"MNR","1","13"
"MNR","2","13"
"MNR","3","9"
"MNR","9","10"
"MTH","1","14"
"MTH","3","14"
"MTH","5","11"
"MTH","7","13"
"MTH","9","13"
"MTH","10","9"
"MTH","11","10"
"PRM","8","10"
"SA","1","9"
"SA","6","9"
"SA","8","9"
"SA","9","11"
"SA","10","12"
"WRD","6","10"
"WRD","7","10"
"WRD","10","9"
