"Date","TrackID","RaceNumber","surfaceDescription","HorseName","ProgramNumber","PostPos","MLodds","JockeyFullName","trainerFullName"
"2021-12-22","DED","1","Dirt","Shooting Stick"," 1 ","1","8-1","Alexander Castillo","Donald Melancon"
"2021-12-22","DED","1","Dirt","La Danta"," 2 ","2","10-1","Daniel Benavides","Houston Cormier"
"2021-12-22","DED","1","Dirt","Mschitchattour"," 3 ","3","8-1","Vicente Del-Cid","Benjamin Zeno"
"2021-12-22","DED","1","Dirt","Gabi's Goldenheart"," 4 ","4","20-1","Paulina Ramirez","Terry Vance"
"2021-12-22","DED","1","Dirt","Custom Made"," 5 ","5","4-1","Joe Stokes","Allen Landry"
"2021-12-22","DED","1","Dirt","Slewpy's Halo"," 6 ","6","7-2","Thomas Pompell","Randy Klopp"
"2021-12-22","DED","1","Dirt","Kasen's Sister"," 7 ","7","3-1","Kevin Roman","Eduardo Ramirez"
"2021-12-22","DED","1","Dirt","Miss Svengail"," 8 ","8","15-1","Daniel Flores","Eric Nelson, Jr."
"2021-12-22","DED","1","Dirt","My Avani"," 9 ","9","20-1","Ashley Broussard","Lee Thomas"
"2021-12-22","DED","1","Dirt","Suni Laluni","10 ","10","6-1","Jeffery Burningham","Henry West, Jr."
"2021-12-22","DED","2","Dirt","Relax Town","1  ","5","9-5","Timothy Thornton","Karl Broberg"
"2021-12-22","DED","2","Dirt","Last to Know","1A ","6","9-5","Timothy Thornton","Karl Broberg"
"2021-12-22","DED","2","Dirt","Ready Redding","2  ","1","10-1","Maria Baca","Edith Mojica"
"2021-12-22","DED","2","Dirt","Datswhatilike","3  ","2","15-1","Kevin Smith","Lee Thomas"
"2021-12-22","DED","2","Dirt","Friendofthecourt","4  ","3","3-1","C.J. McMahon","Andrea Ali"
"2021-12-22","DED","2","Dirt","Callthewolfe","5  ","4","20-1","Devin Magnon","Antonio Alberto"
"2021-12-22","DED","2","Dirt","Sir Pokerface","6  ","7","4-1","Jorge Guzman","Henry Johnson, Jr."
"2021-12-22","DED","2","Dirt","Nomorequestions","7  ","8","15-1","Thomas Pompell","Houston Cormier"
"2021-12-22","DED","2","Dirt","Ch Bern","8  ","9","9-2","Alexander Castillo","Jorge Lara"
"2021-12-22","DED","3","Dirt","Ted Striker"," 1 ","1","7-2","Casey Fusilier","Brett Brinkman"
"2021-12-22","DED","3","Dirt","Unbridled Hope"," 2 ","2","15-1","Wallynette Rodriguez","Alvin Dussette"
"2021-12-22","DED","3","Dirt","Zong Tough"," 3 ","3","8-1","Vicente Del-Cid","Phillip Dison"
"2021-12-22","DED","3","Dirt","Ide Like Hawaii"," 4 ","4","5-1","C.J. McMahon","Benjamin Zeno"
"2021-12-22","DED","3","Dirt","Sodbuster"," 5 ","5","6-1","Alexander Castillo","Rafael Gomez"
"2021-12-22","DED","3","Dirt","Clever Prince"," 6 ","6","9-2","Joe Stokes","Albin Bonin, Jr."
"2021-12-22","DED","3","Dirt","Louisiana Bling"," 7 ","7","10-1","Thomas Pompell","Allen Dupuy"
"2021-12-22","DED","3","Dirt","Bassett"," 8 ","8","5-2","Timothy Thornton","Chasey Pomier"
"2021-12-22","DED","4","Dirt","Abigail G"," 1 ","1","12-1","Joe Stokes","Rickey Castille"
"2021-12-22","DED","4","Dirt","Stormy Collision"," 2 ","2","15-1","Thomas Pompell","Phillip Dison"
"2021-12-22","DED","4","Dirt","Velvet Night"," 3 ","3","3-1","Kevin Smith","Jonah Fuselier"
"2021-12-22","DED","4","Dirt","Mo Moneyhoney"," 4 ","4","9-2","Alexander Castillo","Benjamin Zeno"
"2021-12-22","DED","4","Dirt","Merlin's Sister"," 5 ","5","4-1","C.J. McMahon","Tony Rengstorf"
