"Date","TrackID","Raceclass","RaceNumber","HorseName","MorningLine","ProgramNumber","PostPos","Medication","SireName"
"2021-04-28","CT","ALLOWANCE OPTIONAL CLAIMING($15,000) ","3","Macy's Boy","10-1"," 6 ","6","FTL","Mosler"
"2021-04-28","CT","MAIDEN SPECIAL WEIGHT ","4","Lookin Back","6-1"," 8 ","8","FTL","Lookin At Lucky"
"2021-04-28","EVD","MAIDEN CLAIMING($15,000) ","5","El Mic Tiesun","15-1"," 1 ","1","FTL","Major Duomo"
"2021-04-28","EVD","MAIDEN CLAIMING($15,000) ","5","Blazing Charlie","10-1"," 4 ","4","FTL","My Pal Charlie"
"2021-04-28","EVD","MAIDEN CLAIMING($15,000) ","5","Palace Wind","8-1","10 ","10","FTL","Palace"
"2021-04-28","IND","MAIDEN SPECIAL WEIGHT ","5","What Now Charlie","4-1","10 ","10","FTL","What Now"
"2021-04-28","IND","MAIDEN CLAIMING($10,000) ","6","Beyondspotlight","12-1"," 2 ","2","FTL","Strong Hope"
"2021-04-28","IND","MAIDEN CLAIMING($10,000) ","6","Passing Image","4-1"," 4 ","4","FTL","Pass Rush"
"2021-04-28","IND","MAIDEN SPECIAL WEIGHT ","8","Sacred Sky","8-1"," 4 ","4","FTL","Sahara Sky"
"2021-04-28","IND","MAIDEN SPECIAL WEIGHT ","8","Binge","30-1"," 5 ","5","FTL","Skylord"
"2021-04-28","IND","MAIDEN SPECIAL WEIGHT ","8","My Buckaroo","20-1"," 8 ","8","FTL","Strong Contender"
"2021-04-28","IND","MAIDEN SPECIAL WEIGHT ","8","Actuality","3-1","11 ","11","FTL","Unbridled Express"
"2021-04-28","MNR","MAIDEN SPECIAL WEIGHT ","1","Julie's Ferrari","2-1"," 2 ","2","FTL","Americain"
"2021-04-28","MNR","MAIDEN SPECIAL WEIGHT ","6","Handsome Devil","7-5"," 6 ","6","FTL","Ghostzapper"
"2021-04-28","OP","MAIDEN CLAIMING($30,000) ","5","Stormy Mattie","20-1"," 4 ","4","FTL","Get Stormy"
"2021-04-28","OP","MAIDEN CLAIMING($30,000) ","5","Nisi Prius","6-1"," 5 ","5","FTL","The Factor"
"2021-04-28","OP","MAIDEN CLAIMING($30,000) ","5","Bobbin Tail","20-1"," 6 ","6","FTL","Tale of Ekati"
"2021-04-28","OP","MAIDEN CLAIMING($30,000) ","5","Light Shift","6-1"," 9 ","9","FTL","Kantharos"
"2021-04-28","OP","MAIDEN SPECIAL WEIGHT ","7","More Romance","6-1"," 1 ","1","FTL","More Than Ready"
"2021-04-28","OP","MAIDEN SPECIAL WEIGHT ","7","Satin Rose","8-1"," 5 ","5","FTL","Brody's Cause"
"2021-04-28","PEN","MAIDEN SPECIAL WEIGHT ","4","Mischief Managed","7-2","1  ","6","FTL","Successful Appeal"
"2021-04-28","PEN","MAIDEN SPECIAL WEIGHT ","4","Melodia","15-1","3  ","2","FTL","El Padrino"
"2021-04-28","PEN","MAIDEN SPECIAL WEIGHT ","4","Reach for Thestars","5-1","4  ","3","FTL","Uptowncharlybrown"
"2021-04-28","PEN","MAIDEN SPECIAL WEIGHT ","4","Sister Sadie","6-1","5  ","4","FTL","Jump Start"
"2021-04-28","PEN","MAIDEN SPECIAL WEIGHT ","4","Empress Deona","6-1","9  ","10","FTL","Emperor Tiberius"
"2021-04-28","PRX","MAIDEN CLAIMING($10,000) ","1","Wiseman's Secret","20-1"," 6 ","6","FTL","Wiseman's Ferry"
"2021-04-28","TAM","MAIDEN CLAIMING($8,000) ","2","Michigan Girl","10-1"," 8 ","8","FTL","Syncline"
"2021-04-28","TAM","MAIDEN CLAIMING($8,000) ","2","Commission Actress","15-1"," 9 ","9","FTL","Field Commission"
"2021-04-28","TAM","MAIDEN CLAIMING($16,000) ","3","Elvira Hancock","12-1"," 6 ","6","FTL","Tapizar"
"2021-04-28","TAM","MAIDEN CLAIMING($16,000) ","3","Galleta","12-1","10 ","10","FTL","Wrote*Ire"
"2021-04-28","TAM","STARTER OPTIONAL CLAIMING($40,000) ","4","Tap Dance Fever","4-1"," 1 ","1","FTL","Tapiture"
"2021-04-28","TAM","CLAIMING($25,000) ","8","Georgia Pines","8-1"," 4 ","4","FTL","Midnight Lute"
"2021-04-28","TUP","MAIDEN OPTIONAL CLAIMING($30,000) ","5","Sheltered Bay","5-1"," 1 ","1","FTL","Gemologist"
"2021-04-28","TUP","MAIDEN OPTIONAL CLAIMING($30,000) ","5","Criminal Record","10-1"," 2 ","2","FTL","Ministers Wild Cat"
"2021-04-28","TUP","MAIDEN OPTIONAL CLAIMING($30,000) ","5","Just a Kiss Away","3-1"," 5 ","5","FTL","Twirling Candy"
"2021-04-28","TUP","MAIDEN CLAIMING($7,500) ","6","Shady's Turn","10-1"," 4 ","4","FTL","Time to Get Even"
"2021-04-28","TUP","MAIDEN CLAIMING($7,500) ","6","Major Daylight","12-1"," 7 ","7","FTL","Major Big Time"
"2021-04-28","TUP","MAIDEN CLAIMING($7,500) ","6","Chatter Bar","20-1","11 ","11","FTL","Laoban"
"2021-04-28","WRD","MAIDEN CLAIMING($7,500) ","1","Bent to Win","4-1"," 8 ","8","FTL","Bent Tree"
"2021-04-28","WRD","MAIDEN CLAIMING($15,000) ","9","Mini Mags","8-1"," 3 ","3","FTL","Magna Graduate"
"2021-04-28","WRD","MAIDEN CLAIMING($15,000) ","9","Fast Emma J","8-1"," 8 ","8","FTL","Latent Heat"
