"Track","RaceNumber","HorsesRunning"
"ALB","1","10"
"ALB","2","12"
"ALB","3","12"
"ALB","4","12"
"ALB","5","12"
"ALB","6","10"
"ALB","7","12"
"ALB","8","11"
"ALB","9","11"
"ALB","10","12"
"EVD","1","10"
"EVD","2","14"
"EVD","3","14"
"EVD","4","10"
"EVD","5","10"
"EVD","6","9"
"EVD","7","13"
"GG","4","14"
"GG","8","12"
"GG","9","10"
"GP","1","10"
"GP","3","13"
"GP","4","9"
"GP","7","9"
"GP","10","14"
"KD","3","10"
"KD","4","10"
"KD","5","10"
"KD","6","9"
"KD","8","10"
"KD","10","11"
"KD","11","16"
"LS","2","10"
"LS","3","9"
"LS","4","10"
"LS","5","9"
"LS","6","9"
"LS","7","9"
"LS","8","10"
"LS","9","10"
"LS","10","10"
"LS","11","10"
"LS","12","10"
"MNR","1","13"
"MNR","7","14"
"MNR","9","11"
"MTH","1","12"
"MTH","4","12"
"MTH","6","14"
"MTH","8","13"
"MTH","9","9"
"MTH","10","12"
"MTH","12","10"
"SWF","1","10"
"SWF","2","10"
"SWF","3","10"
"SWF","4","10"
"SWF","5","10"
"SWF","9","10"
"SWF","10","10"
"WRD","9","10"
"WRD","11","9"
"WRD","12","10"
