"Track","RaceNumber","HorsesRunning"
"AZD","2","10"
"AZD","8","9"
"BTP","1","12"
"BTP","4","13"
"BTP","8","10"
"CBY","5","9"
"CBY","6","9"
"CNL","1","9"
"CNL","2","10"
"CNL","3","9"
"CNL","4","14"
"CNL","5","12"
"CNL","9","12"
"CNL","10","12"
"CNL","11","12"
"FL","6","9"
"IND","7","9"
"IND","8","9"
"IND","9","11"
"LAD","2","9"
"LAD","4","12"
"LAD","5","10"
"LAD","6","9"
"LAD","7","9"
"PEN","1","11"
"PEN","2","10"
"PEN","3","11"
"PEN","8","11"
"PID","8","12"
"PRX","7","9"
"PRX","9","13"
"PRX","10","16"
"TDN","7","9"
