"Track","RaceNumber","HorsesRunning"
"ARP","1","12"
"ARP","3","9"
"ARP","5","9"
"ARP","7","12"
"ARP","8","13"
"BTP","3","12"
"BTP","4","15"
"BTP","5","10"
"BTP","6","10"
"BTP","7","9"
"BTP","8","12"
"CBY","2","9"
"CBY","5","9"
"CBY","6","10"
"CBY","7","10"
"CBY","10","9"
"DED","1","10"
"DED","3","10"
"DED","5","10"
"DED","7","10"
"DED","8","10"
"DED","9","10"
"DEL","2","9"
"DEL","4","14"
"DEL","6","10"
"DEL","7","14"
"EMD","3","9"
"EMD","5","10"
"EMD","7","10"
"EMD","10","9"
"EVD","3","9"
"EVD","9","13"
"GP","1","11"
"GP","2","14"
"GP","8","12"
"GP","10","12"
"GRP","2","9"
"GRP","3","9"
"GRP","4","10"
"GRP","6","10"
"GRP","7","10"
"IND","3","14"
"IND","5","9"
"IND","6","10"
"IND","8","14"
"IND","9","9"
"LAD","5","11"
"LAD","6","11"
"LAD","7","9"
"MNR","1","9"
"MNR","2","12"
"MNR","3","13"
"PEN","1","11"
"PEN","2","12"
"PEN","3","12"
"PEN","4","12"
"PEN","6","10"
"PEN","8","9"
"POD","2","11"
"TAM","2","10"
"TAM","4","11"
"TAM","5","13"
"TAM","6","13"
"TAM","7","9"
"TAM","8","10"
"TAM","9","10"
"TAM","10","10"
"TDN","2","9"
"TDN","6","10"
"TDN","8","9"
