"Track","RaceNumber","HorsesRunning"
"AQU","3","10"
"AQU","4","11"
"AQU","5","9"
"AQU","6","13"
"AQU","9","16"
"EQA","1","10"
"EQA","2","9"
"EQA","3","10"
"EQA","4","9"
"EQA","5","9"
"FG","2","11"
"FG","4","12"
"FG","6","12"
"FG","8","10"
"FG","9","10"
"GP","6","9"
"GP","8","9"
"GP","9","9"
"GP","10","9"
"GP","11","10"
"LA","1","9"
"LRL","6","10"
"LRL","8","10"
"LRL","9","10"
"SA","1","9"
"SA","3","9"
"SA","7","11"
"SA","8","9"
"SA","9","13"
"TAM","7","9"
"TAM","9","11"
"TP","1","9"
"TP","3","10"
"TP","4","13"
"TP","5","14"
"TP","6","12"
"TP","7","12"
"TP","8","12"
