"Track","RaceNumber","HorsesRunning"
"AP","8","9"
"BTP","3","9"
"BTP","6","12"
"BTP","8","9"
"CT","3","9"
"CT","5","10"
"CT","6","10"
"CT","7","14"
"CT","8","9"
"DED","2","9"
"DED","3","10"
"DED","4","10"
"DED","5","10"
"DED","6","10"
"DED","7","10"
"DED","8","9"
"DED","9","10"
"DEL","5","14"
"EMD","8","9"
"EVD","4","9"
"EVD","5","11"
"EVD","6","9"
"EVD","8","9"
"IND","4","9"
"IND","6","9"
"IND","7","14"
"SAR","5","11"
"SAR","6","11"
"SAR","7","11"
"SAR","10","12"
