"Track","RaceNumber","HorsesRunning"
"AP","3","9"
"AP","5","9"
"AP","6","12"
"AP","7","12"
"AP","8","10"
"BEL","1","9"
"BEL","2","12"
"BEL","4","16"
"BEL","6","9"
"BEL","8","10"
"BEL","9","11"
"BTP","4","10"
"BTP","6","10"
"BTP","7","9"
"BTP","8","16"
"CBY","5","9"
"CBY","8","9"
"CD","5","10"
"CD","6","10"
"CD","8","11"
"CT","6","9"
"CT","7","10"
"CT","8","11"
"DED","1","10"
"DED","3","10"
"DED","5","10"
"DED","7","10"
"DED","8","9"
"DED","9","10"
"EMD","7","9"
"EVD","4","9"
"EVD","6","10"
"EVD","8","13"
"GP","5","10"
"GP","6","9"
"GP","8","9"
"GP","9","10"
"HOU","1","10"
"HOU","2","10"
"HOU","3","10"
"HOU","4","10"
"HOU","5","10"
"HOU","6","10"
"HOU","8","10"
"HOU","9","10"
"HOU","10","10"
"IND","7","11"
"PIM","1","13"
"PIM","2","13"
"PIM","3","10"
"PIM","4","13"
"PIM","5","12"
"PIM","6","10"
"PIM","7","12"
"PIM","8","10"
"PIM","9","11"
