"Track","RaceNumber","HorsesRunning"
"ALB","1","12"
"ALB","2","12"
"ALB","3","12"
"ALB","4","9"
"ALB","5","10"
"ALB","7","12"
"ALB","8","9"
"ALB","9","12"
"ALB","10","9"
"AP","5","10"
"AP","6","9"
"CD","1","10"
"CD","2","12"
"CD","4","9"
"CD","5","13"
"CD","7","14"
"CD","12","9"
"CD","13","15"
"CT","2","9"
"CT","3","10"
"CT","6","11"
"CT","8","13"
"DMR","2","9"
"DMR","3","10"
"DMR","4","11"
"DMR","5","11"
"DMR","8","10"
"DMR","9","14"
"EQA","1","10"
"EQA","2","9"
"EQA","3","16"
"EQA","4","10"
"EQA","5","16"
"GG","2","10"
"GG","7","9"
"GP","1","10"
"GP","2","9"
"GP","3","10"
"GP","4","9"
"GP","5","10"
"GP","6","9"
"GP","7","11"
"GP","10","16"
"LRL","3","9"
"LRL","5","10"
"LRL","7","10"
"LRL","8","9"
"LRL","9","16"
"LS","1","10"
"LS","2","10"
"LS","3","9"
"LS","4","10"
"LS","5","10"
"LS","6","10"
"LS","7","10"
"LS","9","10"
"MTH","1","11"
"MTH","3","11"
"MTH","5","11"
"MTH","7","10"
"MTH","8","9"
"MTH","9","11"
"PEN","1","9"
"PEN","2","12"
"PEN","3","9"
"PEN","9","9"
"PEN","11","10"
"PRM","2","10"
"PRM","3","10"
"PRM","4","9"
"PRM","5","9"
"PRM","6","10"
"PRM","10","10"
"PRM","12","11"
"RP","1","10"
"RP","3","14"
"RP","4","9"
"RP","5","9"
"RP","7","9"
"RP","9","13"
"RUI","5","9"
"SAR","2","10"
"SAR","4","13"
"SAR","6","12"
"SAR","8","11"
"SAR","9","15"
"SAR","12","13"
