"Track","RaceNumber","HorsesRunning"
"AQU","4","10"
"AQU","6","9"
"AQU","8","11"
"CT","8","11"
"EQA","1","13"
"EQA","5","10"
"EQC","3","9"
"EQC","4","9"
"FG","2","11"
"FG","4","9"
"FG","8","10"
"FG","9","10"
"FON","4","10"
"FON","6","10"
"FON","7","10"
"FON","8","10"
"GG","8","9"
"GP","1","11"
"GP","5","13"
"GP","6","9"
"GP","9","10"
"GP","10","10"
"HOU","4","10"
"HOU","5","10"
"HOU","7","10"
"HOU","8","9"
"HOU","9","11"
"HOU","10","10"
"KDF","1","24"
"KDF","4","24"
"LRL","5","9"
"LRL","7","9"
"LRL","8","13"
"OP","2","12"
"OP","3","9"
"OP","5","11"
"OP","7","10"
"OP","9","13"
"PEN","3","12"
"PEN","10","10"
"PEN","11","9"
"SA","8","9"
"TAM","3","10"
"TAM","4","10"
"TAM","5","10"
"TAM","7","10"
"TAM","9","14"
"TP","1","10"
"TP","2","12"
"TP","4","11"
"TP","5","13"
"TP","6","12"
"TP","7","9"
"TP","8","14"
"TUP","1","12"
"TUP","2","9"
"TUP","3","10"
"TUP","4","9"
"TUP","5","10"
"TUP","6","12"
"TUP","7","12"
"TUP","8","9"
