"Track","RaceNumber","HorsesRunning"
"AQU","1","14"
"AQU","6","9"
"AQU","7","9"
"AQU","8","9"
"CT","8","9"
"DED","1","12"
"DED","2","12"
"DED","6","12"
"DED","7","12"
"DED","8","12"
"DED","9","10"
"DED","10","12"
"DED","11","12"
"FON","5","10"
"FON","7","10"
"FON","8","10"
"FON","9","10"
"GG","3","12"
"GP","1","9"
"GP","3","12"
"GP","8","9"
"GP","9","9"
"KEE","5","9"
"KEE","7","10"
"KEE","8","13"
"LA","1","9"
"LA","8","10"
"OP","3","9"
"OP","5","11"
"OP","6","10"
"OP","7","9"
"OP","9","11"
"OP","10","10"
"PEN","3","10"
"RP","1","10"
"RP","2","10"
"RP","3","10"
"RP","4","10"
"RP","5","12"
"RP","7","9"
"RP","8","10"
"RP","9","10"
"RP","10","12"
"RP","11","12"
"RP","12","10"
"TAM","3","14"
"TAM","7","10"
"TAM","8","14"
"TAM","9","11"
"TUP","1","11"
"TUP","7","9"
"TUP","8","9"
"TUP","9","10"
