"Date","TrackID","RaceNumber","surfaceDescription","HorseName","ProgramNumber","PostPos","MLodds","JockeyFullName","trainerFullName"
"2020-11-04","CD","1","Dirt","Traci's Greeley"," 1 ","1","5-2","Gabriel Saez","John Ortiz"
"2020-11-04","CD","1","Dirt","She Wants More"," 2 ","2","15-1","Edgar Morales","Genevieve Londono"
"2020-11-04","CD","1","Dirt","Twelve Monarchs"," 3 ","3","15-1","Declan Carroll","Felipe Salas"
"2020-11-04","CD","1","Dirt","Patti Patti Patti"," 4 ","4","4-1","Joseph Talamo","Blake Kelly"
"2020-11-04","CD","1","Dirt","Molly's Game"," 5 ","5","3-1","James Graham","Jason Barkley"
"2020-11-04","CD","1","Dirt","Grats Road"," 6 ","6","3-1","Declan Cannon","Troy Newton"
"2020-11-04","CD","1","Dirt","Lucky Be a Lady"," 7 ","7","5-1","Jon Court","William Fires"
"2020-11-04","CD","2","Dirt","Erv's Wench"," 1 ","1","7-2","Joseph Rocco, Jr.","Michael Tomlinson"
"2020-11-04","CD","2","Dirt","Gold Button"," 2 ","2","3-1","Corey Lanerie","Matt Shirer"
"2020-11-04","CD","2","Dirt","Sneak Peek"," 3 ","3","8-1","Adam Beschizza","Michelle Lovell"
"2020-11-04","CD","2","Dirt","Flashy Biz"," 4 ","4","8-1","James Graham","Steve Hobby"
"2020-11-04","CD","2","Dirt","Halama"," 5 ","5","5-2","Tyler Gaffalione","Brendan Walsh"
"2020-11-04","CD","2","Dirt","Flatoya"," 6 ","6","3-1","Chris Landeros","Jason Barkley"
"2020-11-04","CD","3","Turf","Sisi"," 1 ","1","12-1","Florent Geroux","Matt Shirer"
"2020-11-04","CD","3","Turf","Candy Anne"," 2 ","2","30-1","Victor Flores","Joseph Medley"
"2020-11-04","CD","3","Turf","Aunt Joie"," 3 ","3","20-1","Robby Albarado","Tracey Glover"
"2020-11-04","CD","3","Turf","I'm a Hugger"," 4 ","4","10-1","James Graham","H. Motion"
"2020-11-04","CD","3","Turf","Blossom Road"," 5 ","5","12-1","Mitchell Murrill","Chris Hartman"
"2020-11-04","CD","3","Turf","Della Frost"," 6 ","6","15-1","Jack Gilligan","Merrill Scherer"
"2020-11-04","CD","3","Turf","Euphoric"," 7 ","7","3-1","Brian Hernandez, Jr.","Bernard Flint"
"2020-11-04","CD","3","Turf","Risky Reward"," 8 ","8","7-5","Tyler Gaffalione","Brendan Walsh"
"2020-11-04","CD","3","Turf","Bee Fast"," 9 ","9","6-1","Adam Beschizza","Jack Sisterson"
"2020-11-04","CD","3","Turf","Megan's Clara","10 ","10","8-1","Ricardo Santana, Jr.","Brendan Walsh"
"2020-11-04","CD","4","Dirt","Dulcimer Dame"," 1 ","1","7-2","Mitchell Murrill","Lon Wiggins"
"2020-11-04","CD","4","Dirt","Tetrahydro"," 2 ","2","6-1","Joseph Talamo","Dale Romans"
"2020-11-04","CD","4","Dirt","Runaway Dream"," 3 ","3","8-1","Ricardo Santana, Jr.","Bernard Flint"
"2020-11-04","CD","4","Dirt","Further Lane"," 4 ","4","8-5","Florent Geroux","Brad Cox"
"2020-11-04","CD","4","Dirt","Mavalous Mavalous"," 5 ","5","15-1","Calvin Borel","Roger Burton"
"2020-11-04","CD","4","Dirt","Shahera Song"," 6 ","6","12-1","Tyler Gaffalione","Robert Hess, Jr."
"2020-11-04","CD","4","Dirt","Cabo Dorado"," 7 ","7","3-1","Shaun Bridgmohan","Matt Shirer"
"2020-11-04","CD","4","Dirt","Crafty Lady"," 8 ","8","30-1","Chel-c Bailey","Brian Williamson"
"2020-11-04","CD","5","Dirt","Takechargmatriarch"," 1 ","1","5-1","Declan Cannon","Kelsey Danner"
"2020-11-04","CD","5","Dirt","Recoded"," 2 ","2","5-2","Julien Leparoux","Ian Wilkes"
"2020-11-04","CD","5","Dirt","Duplicitous"," 3 ","3","3-1","Tyler Gaffalione","Brendan Walsh"
"2020-11-04","CD","5","Dirt","Ginny B"," 4 ","4","5-1","James Graham","Bernard Flint"
"2020-11-04","CD","5","Dirt","Clever Tale"," 5 ","5","5-1","Jorge Vargas, Jr.","Kelsey Danner"
"2020-11-04","CD","5","Dirt","French Rose"," 6 ","6","10-1","Chantal Sutherland","Denis Roberson"
"2020-11-04","CD","5","Dirt","Subiaco"," 7 ","7","9-2","Joseph Talamo","Ron Moquett"
"2020-11-04","CD","6","Turf","Margaret's Joy"," 1 ","1","4-1","Joseph Talamo","Michelle Nihei"
"2020-11-04","CD","6","Turf","Ballot Initiative"," 2 ","2","6-1","Tyler Gaffalione","Chad Brown"
"2020-11-04","CD","6","Turf","Keepthe Main Thing"," 3 ","3","7-2","Chris Landeros","Stanley Hough"
"2020-11-04","CD","6","Turf","Dinn Righ"," 4 ","4","10-1","Ricardo Santana, Jr.","Brendan Walsh"
"2020-11-04","CD","6","Turf","Happy Tune"," 5 ","5","30-1","Mitchell Murrill","D. Lukas"
"2020-11-04","CD","6","Turf","Smoothover"," 6 ","6","10-1","Julien Leparoux","Rodolphe Brisset"
"2020-11-04","CD","6","Turf","Regal Passage"," 7 ","7","9-2","Brian Hernandez, Jr.","Cherie DeVaux"
"2020-11-04","CD","6","Turf","Innovate"," 8 ","8","20-1","Edgar Morales","George Arnold, II"
"2020-11-04","CD","6","Turf","Rearrange"," 9 ","9","6-1","Rafael Bejarano","Victoria Oliver"
"2020-11-04","CD","6","Turf","Sail On Ellen","10 ","10","5-1","Colby Hernandez","Michelle Lovell"
"2020-11-04","CD","6","Turf","Zoology","11 ","11","12-1","Julien Leparoux","Brian Lynch"
"2020-11-04","CD","6","Turf","My Mane Girl","12 ","12","6-1","Robby Albarado","Kenneth McPeek"
"2020-11-04","CD","6","Turf","Triangle Park","13 ","13","30-1","Thiago Canuto","Ron Isbell, Jr."
"2020-11-04","CD","6","Turf","Admaa","14 ","14","8-1","Florent Geroux","Michael Maker"
"2020-11-04","CD","6","Turf","Powder River","15 ","15","3-1","Tyler Gaffalione","Norm Casse"
"2020-11-04","CD","6","Turf","Whispering Pines","16 ","16","6-1","Rafael Bejarano","Stanley Hough"
"2020-11-04","CD","6","Turf","Runaway Mom","17 ","17","10-1","Brian Hernandez, Jr.","Ian Wilkes"
"2020-11-04","CD","7","Dirt","Tiz McNamara"," 1 ","1","12-1","Miguel Mena","Randy Morse"
"2020-11-04","CD","7","Dirt","Areyareadyfreddy"," 2 ","2","30-1","Declan Cannon","Laura Bealmear"
"2020-11-04","CD","7","Dirt","Jurisdiction"," 3 ","3","5-1","Mitchell Murrill","Chris Hartman"
"2020-11-04","CD","7","Dirt","Bourbon Trail"," 4 ","4","20-1","Carlos Diaz","Robert Clark"
"2020-11-04","CD","7","Dirt","Irish Spirit"," 5 ","5","3-1","Ricardo Santana, Jr.","Steven Asmussen"
"2020-11-04","CD","7","Dirt","Midnight Patriot"," 6 ","6","6-1","Rafael Bejarano","Jordan Blair"
"2020-11-04","CD","7","Dirt","Good Clean Fun"," 7 ","7","5-1","Colby Hernandez","Albert Stall, Jr."
"2020-11-04","CD","7","Dirt","Rivers of Lite"," 8 ","8","8-1","Declan Carroll","Felipe Salas"
