"Track","RaceNumber","HorsesRunning"
"ARP","2","9"
"ARP","8","9"
"CBY","6","9"
"CBY","7","11"
"CT","7","9"
"DMR","2","9"
"DMR","3","9"
"DMR","4","10"
"DMR","5","12"
"DMR","6","12"
"DMR","7","9"
"DMR","8","12"
"DMR","9","10"
"IND","7","11"
"IND","8","10"
"IND","9","10"
"PID","8","11"
"RP","1","9"
"RP","2","12"
"RP","3","10"
"RP","5","12"
"RP","6","10"
"RP","7","11"
"RP","8","10"
"RP","9","12"
"SAR","2","11"
"SAR","5","9"
"SAR","6","11"
"SAR","7","9"
"SAR","8","11"
"SAR","9","9"
"SAR","10","16"
"TDN","2","9"
