"Track","RaceNumber","HorsesRunning"
"AQU","1","10"
"AQU","4","10"
"AQU","5","9"
"AQU","6","9"
"AQU","7","10"
"AQU","8","11"
"CT","4","9"
"CT","5","10"
"CT","7","10"
"CT","8","12"
"EQA","1","10"
"EQA","2","15"
"EQA","3","12"
"EQA","4","13"
"EQA","5","13"
"EQC","2","13"
"EQC","3","12"
"EQC","4","14"
"FG","2","10"
"FG","3","9"
"FG","4","10"
"FG","7","10"
"FG","8","14"
"FG","9","13"
"GG","1","9"
"GG","2","10"
"GG","3","13"
"GG","6","12"
"GG","7","13"
"GG","8","14"
"GP","1","14"
"GP","2","9"
"GP","5","14"
"GP","6","9"
"GP","8","15"
"GP","10","12"
"HOU","2","9"
"HOU","3","10"
"HOU","4","11"
"HOU","5","10"
"HOU","7","9"
"HOU","8","11"
"HOU","9","9"
"HOU","10","12"
"LRL","5","9"
"LRL","8","10"
"LRL","9","12"
"PEN","1","10"
"PEN","2","9"
"PEN","3","12"
"PEN","5","10"
"PEN","6","10"
"PEN","8","9"
"PEN","10","9"
"PEN","11","12"
"SA","3","13"
"SA","8","12"
"TAM","7","14"
"TAM","8","10"
"TAM","9","14"
"TP","1","11"
"TP","2","14"
"TP","3","14"
"TP","4","14"
"TP","5","13"
"TP","7","11"
"TP","8","14"
"TUP","1","11"
"TUP","2","11"
