"Track","RaceNumber","HorsesRunning"
"AQU","2","13"
"AQU","3","9"
"AQU","5","15"
"AQU","7","16"
"AQU","8","12"
"AQU","9","10"
"CT","8","9"
"DED","1","12"
"DED","3","9"
"DED","4","10"
"DED","5","12"
"DED","6","9"
"DED","7","11"
"DED","8","12"
"DED","9","12"
"EVD","3","9"
"EVD","4","9"
"EVD","5","9"
"EVD","6","10"
"EVD","8","10"
"FG","3","9"
"FG","4","12"
"FG","5","11"
"FG","8","10"
"FG","9","11"
"LRL","7","15"
"TP","1","9"
"TP","2","9"
"TP","3","14"
"TP","4","11"
"TP","5","14"
"TP","6","13"
"TP","8","14"
"TUP","8","10"
"TUP","9","10"
