"Track","RaceNumber","HorsesRunning"
"BEL","2","13"
"BEL","3","12"
"BEL","4","9"
"BEL","5","12"
"BEL","6","13"
"BEL","9","14"
"CBY","5","9"
"CBY","7","10"
"CD","4","9"
"CD","5","10"
"CD","6","14"
"CD","8","12"
"CD","10","10"
"EQC","2","10"
"EQC","3","11"
"EQC","4","13"
"FMT","5","9"
"GG","7","9"
"GG","9","11"
"GG","11","10"
"GG","12","13"
"GP","1","13"
"GP","5","10"
"GP","8","12"
"GP","10","16"
"LAD","6","9"
"LS","7","12"
"LS","10","12"
"MNR","1","12"
"MNR","2","10"
"MNR","3","10"
"MNR","8","9"
"MTH","5","9"
"MTH","7","9"
"MTH","9","10"
"PIM","2","16"
"PIM","6","13"
"PIM","7","9"
"PIM","8","12"
"PIM","10","13"
"RUI","7","10"
"RUI","8","12"
"RUI","10","10"
"SA","6","9"
"SA","11","11"
"WYO","2","9"
"WYO","3","9"
"WYO","5","9"
