"Date","TrackID","RaceNumber","surfaceDescription","HorseName","ProgramNumber","PostPos","MLodds","JockeyFullName","trainerFullName"
"2020-12-27","FG","1","Dirt","G's Deadline"," 1 ","1","7-2","Adam Beschizza","Beverly Burress"
"2020-12-27","FG","1","Dirt","Supersport Sally"," 2 ","2","4-1","Aubrie Green","Danny Pish"
"2020-12-27","FG","1","Dirt","Dori's Birdies"," 3 ","3","12-1","Oriel Chavez","Jose Perez"
"2020-12-27","FG","1","Dirt","Wasnt Joking"," 4 ","4","15-1","Angel Suarez","Alfonso Balderas"
"2020-12-27","FG","1","Dirt","All in Bronson"," 5 ","5","10-1","Colby Hernandez","Beverly Burress"
"2020-12-27","FG","1","Dirt","Juanandora"," 6 ","6","3-1","E. Murray","Ron Faucheux"
"2020-12-27","FG","1","Dirt","Kraft's Rate"," 7 ","7","6-1","Kody Kellenberger","Jessie Peterson"
"2020-12-27","FG","1","Dirt","Meg and Clair"," 8 ","8","20-1","Antonio Trujillo","Jorge Gomez"
"2020-12-27","FG","1","Dirt","Tears for Paula"," 9 ","9","6-1","Mitchell Murrill","Gary Scherer"
"2020-12-27","FG","2","Turf","Your Time's Coming","1  ","2","10-1","Colby Hernandez","Merrill Scherer"
"2020-12-27","FG","2","Turf","One Car Funeral","1A ","3","10-1","Santo Sanjur","Merrill Scherer"
"2020-12-27","FG","2","Turf","Kasens Train","2  ","12","7-2","Antonio Trujillo","Alex De Beauville"
"2020-12-27","FG","2","Turf","A Star Is Born Now","2B ","13","7-2","Marcelino Pedroza","Alex De Beauville"
"2020-12-27","FG","2","Turf","Guilty as Charged","3  ","1","20-1","Jack Gilligan","Whitney Zeringue, Jr."
"2020-12-27","FG","2","Turf","Justin'smemories"," 4 ","4","20-1","Kody Kellenberger","Kathleen Mordenti"
"2020-12-27","FG","2","Turf","Highland Creek"," 5 ","5","5-2","Brian Hernandez, Jr.","W. Calhoun"
"2020-12-27","FG","2","Turf","Kansas King"," 6 ","6","12-1","Mitchell Murrill","Steven Flint"
