"Track","RaceNumber","HorsesRunning"
"BTP","6","10"
"BTP","8","12"
"CBY","6","10"
"CBY","7","10"
"CBY","8","12"
"CBY","9","9"
"DED","1","10"
"DED","3","10"
"DED","6","10"
"DED","8","9"
"DED","10","10"
"FP","5","9"
"FP","7","10"
"GP","3","9"
"GP","5","9"
"GP","9","10"
"GRP","4","9"
"GRP","6","9"
"IND","4","9"
"IND","7","13"
"IND","8","14"
"IND","9","10"
"IND","10","12"
"IND","11","12"
"MNR","3","9"
"MNR","4","9"
"PIM","1","15"
"PIM","2","12"
"PIM","3","10"
"PIM","4","13"
"PIM","5","14"
"PIM","6","14"
"PIM","7","14"
"PIM","8","12"
"PIM","9","15"
"PIM","10","15"
"PIM","11","15"
"PRX","4","10"
"PRX","6","9"
"PRX","7","12"
"PRX","8","9"
"PRX","9","13"
"PRX","11","16"
"TDN","7","9"
"WRD","1","9"
"WRD","5","9"
"WRD","7","10"
"WRD","8","9"
"WRD","10","12"
