"Track","RaceNumber","HorsesRunning"
"GRP","3","10"
"GRP","4","10"
"GRP","5","10"
"GRP","6","10"
"GRP","7","10"
"GRP","8","10"
"GRP","12","10"
"IND","3","10"
"IND","4","9"
"IND","5","14"
"IND","6","10"
"IND","7","10"
"IND","8","10"
"IND","9","11"
"MNR","1","11"
"MNR","2","9"
"MNR","4","9"
"MNR","5","10"
"MNR","9","14"
"MVR","5","10"
"MVR","6","10"
"MVR","7","11"
"MVR","8","10"
"PRX","2","11"
"PRX","3","9"
"PRX","4","10"
"PRX","6","11"
"PRX","8","12"
"PRX","9","9"
"PRX","10","14"
"ZIA","2","12"
"ZIA","3","12"
"ZIA","4","12"
"ZIA","6","9"
"ZIA","7","12"
"ZIA","8","12"
"ZIA","9","12"
"ZIA","10","12"
