"Track","RaceNumber","HorsesRunning"
"AP","1","10"
"AP","2","9"
"AP","3","9"
"AP","5","10"
"AP","6","12"
"AP","7","14"
"AP","8","9"
"ARP","6","9"
"BEL","2","11"
"BEL","4","13"
"BEL","5","16"
"BEL","6","16"
"BEL","7","9"
"BEL","8","16"
"BEL","9","16"
"BTP","1","13"
"BTP","4","11"
"BTP","7","11"
"CD","3","9"
"CD","4","11"
"CD","5","9"
"CD","6","13"
"CD","7","9"
"CD","8","11"
"CT","8","9"
"DEL","5","14"
"DEL","7","13"
"GP","1","9"
"GP","4","10"
"GP","6","9"
"GP","8","12"
"IND","4","9"
"IND","6","9"
"LRL","1","10"
"LRL","5","16"
"LRL","6","12"
"LRL","7","9"
"LRL","8","9"
"PID","4","10"
"PID","8","9"
"RP","2","12"
"RP","3","9"
"RP","5","9"
"RP","6","11"
"RP","7","9"
"RP","9","12"
"TDN","4","9"
"TDN","7","11"
