"Track","RaceNumber","HorsesRunning"
"AP","8","12"
"BEL","1","10"
"BEL","5","12"
"BEL","6","11"
"BEL","8","13"
"BEL","9","13"
"BTP","3","13"
"BTP","6","15"
"CT","2","12"
"CT","3","9"
"CT","4","12"
"CT","5","10"
"CT","8","10"
"DED","5","10"
"DED","6","10"
"DED","7","9"
"DED","8","10"
"DED","9","9"
"DED","10","10"
"DED","11","9"
"DED","12","10"
"ELP","1","9"
"ELP","6","15"
"ELP","8","11"
"EVD","5","9"
"EVD","7","9"
"EVD","9","11"
"FAN","5","10"
"FAN","6","9"
"FAN","7","9"
"GP","5","12"
"GP","6","10"
"GP","7","9"
"GP","9","16"
"HOU","1","9"
"HOU","3","9"
"HOU","6","9"
"HOU","7","9"
"HOU","8","9"
"HOU","9","9"
"HOU","10","9"
"HOU","11","10"
"LS","8","9"
"LS","11","12"
"MTH","1","10"
"MTH","4","10"
"MTH","5","14"
"PEN","3","12"
"PIM","2","9"
"PIM","4","13"
"PIM","6","12"
"PIM","7","9"
"PRM","3","9"
"PRM","6","11"
"PRM","7","9"
"PRM","8","9"
"PRM","9","9"
"PRM","10","9"
"RUI","1","9"
"RUI","2","10"
"RUI","3","10"
"RUI","4","10"
"RUI","5","10"
"RUI","6","10"
"RUI","7","9"
"RUI","8","10"
"RUI","9","10"
"RUI","10","10"
"RUI","11","10"
"RUI","12","10"
"RUI","13","10"
"RUI","14","10"
