"Track","RaceNumber","HorsesRunning"
"ALB","1","12"
"ALB","2","12"
"ALB","3","12"
"ALB","5","9"
"AZD","1","12"
"AZD","2","10"
"AZD","5","9"
"AZD","7","9"
"AZD","9","10"
"BTP","7","13"
"CBY","1","9"
"CBY","2","11"
"CBY","5","11"
"CBY","6","9"
"CBY","8","10"
"CBY","9","11"
"CBY","10","9"
"CBY","11","9"
"DEL","3","10"
"DEL","5","14"
"DEL","7","14"
"EVD","4","11"
"EVD","5","9"
"EVD","6","9"
"EVD","7","10"
"EVD","8","9"
"EVD","9","10"
"IND","5","11"
"IND","6","9"
"IND","7","11"
"IND","8","13"
"IND","10","11"
"MNR","8","9"
"PID","4","12"
"PID","5","10"
"PID","8","9"
"PRX","2","9"
"PRX","6","9"
"PRX","7","11"
"PRX","8","9"
"PRX","9","13"
"PRX","10","9"
"RP","2","14"
"RP","5","10"
"RP","9","10"
