"Track","RaceNumber","HorsesRunning"
"AQU","3","10"
"AQU","5","9"
"AQU","6","12"
"AQU","8","12"
"CT","6","11"
"CT","8","10"
"CT","9","9"
"DED","2","9"
"DED","3","12"
"DED","5","9"
"DED","6","9"
"DED","7","10"
"DED","8","9"
"DED","9","9"
"EQA","1","15"
"EQA","2","9"
"EQA","3","9"
"EQA","5","9"
"EQC","3","11"
"EQC","4","9"
"FG","2","12"
"FG","6","13"
"FG","8","10"
"FG","9","12"
"GG","9","9"
"GP","1","10"
"GP","2","9"
"GP","4","9"
"GP","6","9"
"GP","7","11"
"GP","8","9"
"GP","9","9"
"GP","10","9"
"HOU","1","9"
"HOU","3","12"
"HOU","7","9"
"HOU","8","10"
"HOU","9","11"
"HOU","10","10"
"LRL","5","14"
"LRL","9","15"
"OP","1","9"
"OP","2","11"
"OP","5","14"
"OP","6","9"
"OP","7","13"
"OP","9","12"
"PEN","3","11"
"PEN","4","10"
"PEN","8","9"
"SA","3","9"
"SA","9","11"
"SUN","2","9"
"SUN","3","9"
"SUN","4","9"
"SUN","5","9"
"SUN","6","9"
"SUN","7","10"
"SUN","9","12"
"TAM","7","14"
"TAM","8","9"
"TAM","9","14"
"TP","1","11"
"TP","3","12"
"TP","4","11"
"TP","5","12"
"TP","6","11"
"TP","7","12"
"TP","8","13"
"TUP","1","12"
"TUP","2","9"
"TUP","8","9"
