"Date","TrackID","Raceclass","RaceNumber","HorseName","MorningLine","ProgramNumber","PostPos","Medication","SireName"
"2020-09-22","FL","MAIDEN SPECIAL WEIGHT ","4","Spirit of Life","5-1"," 7 ","7","FTL","Tapiture"
"2020-09-22","IND","MAIDEN SPECIAL WEIGHT ","2","Caught On You","5-2"," 1 ","1","FTL","Into Mischief"
"2020-09-22","IND","MAIDEN SPECIAL WEIGHT ","2","Melt Proof","4-1"," 2 ","2","FTL","American Pharoah"
"2020-09-22","IND","MAIDEN SPECIAL WEIGHT ","2","Field Day","7-5"," 4 ","4","FTL","Broken Vow"
"2020-09-22","IND","MAIDEN SPECIAL WEIGHT ","2","Funny Bone","4-1"," 5 ","5","FTL","Dominus"
"2020-09-22","IND","MAIDEN SPECIAL WEIGHT ","2","Run Rabbit","30-1"," 6 ","6","FTL","The Factor"
"2020-09-22","IND","MAIDEN SPECIAL WEIGHT ","2","El Sobreviviente","15-1"," 7 ","7","FTL","Protonico"
"2020-09-22","LAD","MAIDEN CLAIMING($20,000) ","2","Glen Garry Rose","30-1"," 1 ","1","FTL","Wimbledon"
"2020-09-22","LAD","MAIDEN CLAIMING($20,000) ","2","Ms. Sparkling Jet","20-1"," 7 ","7","FTL","Bobby's Red Jet"
"2020-09-22","LAD","MAIDEN SPECIAL WEIGHT ","4","Inspiring","9-5","1A ","13","FTL","Medaglia d'Oro"
"2020-09-22","LAD","MAIDEN SPECIAL WEIGHT ","4","Native Trip","30-1","3  ","2","FTL","Guilt Trip"
"2020-09-22","LAD","MAIDEN SPECIAL WEIGHT ","5","Wish Upon a Star","12-1","12 ","12","FTL","Star Guitar"
"2020-09-22","PID","MAIDEN CLAIMING($15,000) ","1","Stormbird's Song","4-1"," 5 ","5","FTL","Terrific Storm"
"2020-09-22","PID","MAIDEN SPECIAL WEIGHT ","3","Danza's Gardoonie","2-1","1  ","3","FTL","Danza"
