"Track","RaceNumber","HorsesRunning"
"AP","6","9"
"AP","7","10"
"AP","8","12"
"BEL","2","10"
"BEL","4","12"
"BEL","6","12"
"BEL","7","11"
"BEL","9","16"
"BTP","1","9"
"BTP","8","9"
"CBY","5","10"
"CBY","8","9"
"CD","3","12"
"CD","5","9"
"CD","6","14"
"CD","8","15"
"CT","7","11"
"EVD","3","9"
"EVD","5","11"
"EVD","8","9"
"GG","7","9"
"HOU","1","9"
"HOU","2","9"
"HOU","3","10"
"HOU","4","10"
"HOU","5","10"
"HOU","6","10"
"HOU","7","9"
"HOU","9","10"
"HOU","10","10"
"IND","4","10"
"IND","7","14"
"IND","8","10"
"IND","10","12"
"PIM","9","11"
