"Date","TrackID","RaceNumber","surfaceDescription","HorseName","ProgramNumber","PostPos","MLodds","JockeyFullName","trainerFullName"
"2021-02-09","DED","1","Dirt","Leftfieldjunction"," 1 ","1","12-1","Gerardo Mora","Anthony Arey"
"2021-02-09","DED","1","Dirt","Natealyze"," 2 ","2","3-1","Thomas Pompell","Allen Landry"
"2021-02-09","DED","1","Dirt","Mr Red Sensation"," 3 ","3","6-1","Efigenio Ruiz","Isai Gonzalez"
"2021-02-09","DED","1","Dirt","Lindante"," 4 ","4","6-1","Jose Guerrero","Tim Dixon"
"2021-02-09","DED","1","Dirt","Taste for Talent"," 5 ","5","5-1","Timothy Thornton","Karl Broberg"
"2021-02-09","DED","1","Dirt","Don't Split Tens"," 6 ","6","10-1","Eguard Tejera","Jonah Fuselier"
"2021-02-09","DED","1","Dirt","Pops Legacy"," 7 ","7","4-1","Gerard Melancon","Keith Charles"
"2021-02-09","DED","1","Dirt","Shooters Alley"," 8 ","8","15-1","Joel Dominguez","Isai Gonzalez"
"2021-02-09","DED","1","Dirt","Gold Buyer"," 9 ","9","10-1","Jansen Melancon","Houston Cormier"
"2021-02-09","DED","1","Dirt","Weknewuweretrouble","10 ","10","20-1","Emanuel Nieves","Edith Mojica"
"2021-02-09","DED","2","Dirt","Highly Centsable"," 1 ","1","3-1","Joel Dominguez","Eduardo Ramirez"
"2021-02-09","DED","2","Dirt","Majestic Society"," 2 ","2","15-1","Kevin Smith","Phillip Dison"
"2021-02-09","DED","2","Dirt","Lucky Streaker"," 3 ","3","12-1","Alex Birzer","Steve Ingram"
"2021-02-09","DED","2","Dirt","Last Nite Out"," 4 ","4","6-1","Jarred Journet","Samuel Breaux"
"2021-02-09","DED","2","Dirt","Common Law Cat"," 5 ","5","7-5","Ashley Broussard","Carol Constantine"
"2021-02-09","DED","2","Dirt","Grand Little Man"," 6 ","6","9-2","Gerardo Mora","Ronda Hutchinson"
"2021-02-09","DED","2","Dirt","Power Serve"," 7 ","7","8-1","Odilon Martinez","Thomas Nixon"
"2021-02-09","DED","3","Dirt","Ray's Kimua"," 1 ","1","8-1","Odilon Martinez","Jorge Lara"
"2021-02-09","DED","3","Dirt","Pretty Guilty"," 2 ","2","5-1","Kevin Smith","James Carter"
"2021-02-09","DED","3","Dirt","Nocomet"," 3 ","3","9-5","Joe Stokes","Jeanne LeBlanc"
"2021-02-09","DED","3","Dirt","Everydayschristmas"," 4 ","4","15-1","Jansen Melancon","Phillip Dison"
"2021-02-09","DED","3","Dirt","Steve's Vision"," 5 ","5","30-1","Jarred Journet","Kearney Segura"
"2021-02-09","DED","3","Dirt","Ambassador House"," 6 ","6","10-1","Daniel Flores","Jonathan Charles"
"2021-02-09","DED","3","Dirt","Runciman"," 7 ","7","9-2","Albert Dussette","Jonathan Charles"
