"Track","RaceNumber","HorsesRunning"
"CT","6","10"
"CT","8","14"
"DED","3","9"
"DED","4","10"
"DED","5","11"
"DED","6","12"
"DED","7","11"
"DED","8","12"
"DED","9","12"
"EVD","3","10"
"EVD","5","10"
"EVD","8","10"
"GP","1","10"
"GP","5","11"
"GP","7","10"
"GP","9","10"
"GP","10","10"
"PEN","2","10"
"PEN","3","12"
"PEN","6","10"
"PEN","7","9"
"PEN","8","9"
"PRX","1","9"
"PRX","2","9"
"PRX","4","16"
"PRX","6","9"
"PRX","7","10"
"PRX","8","10"
"PRX","9","9"
"PRX","10","12"
"TAM","8","10"
"TAM","9","12"
"TUP","1","12"
