"Track","RaceNumber","HorsesRunning"
"EVD","5","9"
"EVD","8","10"
"FG","1","10"
"FG","3","16"
"FG","4","9"
"FG","5","16"
"FG","7","11"
"FG","9","13"
"FG","10","9"
"HAW","6","12"
"HAW","7","10"
"HAW","8","9"
"HAW","9","12"
"LRL","1","10"
"LRL","2","10"
"LRL","3","10"
"LRL","5","14"
"LRL","6","10"
"LRL","7","10"
"LRL","9","9"
"LRL","14","10"
"MVR","1","9"
"MVR","3","11"
"MVR","4","10"
"MVR","5","10"
"MVR","6","11"
"MVR","7","13"
"MVR","8","13"
"PRX","1","9"
"PRX","2","11"
"PRX","3","11"
"PRX","4","12"
"PRX","6","10"
"PRX","7","13"
"PRX","8","15"
"PRX","9","16"
"PRX","10","13"
"SA","1","11"
"SA","5","14"
"SA","7","10"
"SA","9","12"
"TUP","3","10"
"TUP","5","10"
"TUP","6","11"
"TUP","7","12"
"TUP","8","10"
