"Track","RaceNumber","HorsesRunning"
"AQU","2","13"
"AQU","3","9"
"AQU","4","11"
"AQU","5","13"
"AQU","7","9"
"AQU","8","10"
"CT","8","9"
"DED","1","9"
"DED","2","9"
"DED","3","10"
"DED","4","11"
"DED","5","10"
"DED","6","11"
"DED","7","12"
"DED","8","9"
"DED","9","12"
"EVD","6","9"
"FG","2","10"
"FG","8","11"
"FG","9","11"
"GP","8","10"
"GP","10","13"
"LRC","5","9"
"LS","1","10"
"LS","3","10"
"LS","4","12"
"LS","5","10"
"LS","6","12"
"LS","7","10"
"LS","8","10"
"LS","9","10"
"LS","10","12"
"TP","1","10"
"TP","2","14"
"TP","4","12"
"TP","5","14"
"TP","6","10"
"TP","7","11"
"TP","8","14"
"TUP","1","12"
"TUP","2","10"
"TUP","6","9"
"TUP","7","9"
"TUP","8","9"
