"Track","RaceNumber","HorsesRunning"
"BEL","6","13"
"BEL","7","12"
"BEL","9","12"
"CD","2","12"
"CD","4","9"
"CD","5","12"
"CD","6","12"
"CD","8","10"
"CD","9","17"
"FMT","2","10"
"FMT","6","10"
"GP","1","10"
"GP","4","9"
"GP","7","16"
"GP","10","9"
"GP","11","9"
"LRC","4","11"
"LRC","7","9"
"LRC","9","10"
"LS","1","11"
"LS","2","9"
"LS","4","11"
"LS","6","14"
"LS","8","9"
"LS","9","9"
"MNR","1","14"
"MNR","2","14"
"MNR","3","14"
"MNR","4","9"
"MNR","5","10"
"MNR","7","10"
"MNR","8","12"
"PLN","7","9"
"PRM","2","10"
"RUI","1","9"
"RUI","3","9"
"RUI","4","9"
"RUI","5","10"
"RUI","6","12"
"RUI","7","11"
"RUI","8","12"
"RUI","9","9"
"RUI","11","11"
