"Date","TrackID","Raceclass","RaceNumber","HorseName","MorningLine","ProgramNumber","PostPos","Medication","SireName"
"2021-03-06","AQU","MAIDEN CLAIMING($25,000) ","5","A Huge Checkpoint","30-1","9  ","10","FTL","Bellamy Road"
"2021-03-06","CT","MAIDEN CLAIMING($4,500) ","5","English Honor","6-1"," 6 ","6","FTL","To Honor and Serve"
"2021-03-06","EQC","MAIDEN SPECIAL WEIGHT ","3","Aurelian Man","15-1"," 8 ","8","FTL","Goldencents"
"2021-03-06","FG","MAIDEN CLAIMING($12,500) ","1","I'm Always Late","6-1"," 7 ","7","FTL","Maclean's Music"
"2021-03-06","FG","MAIDEN SPECIAL WEIGHT ","3","Ready to Pounce","8-1","1  ","4","FTL","More Than Ready"
"2021-03-06","FG","MAIDEN SPECIAL WEIGHT ","3","Feuilleton","20-1"," 7 ","7","FTL","Tourist"
"2021-03-06","FG","MAIDEN SPECIAL WEIGHT ","3","Remember Hymn","20-1","10 ","10","FTL","Goldencents"
"2021-03-06","GP","MAIDEN SPECIAL WEIGHT ","1","Nevisian Sunrise","4-1"," 6 ","6","FTL","War Front"
"2021-03-06","GP","MAIDEN SPECIAL WEIGHT ","1","Look What I Found","20-1"," 7 ","7","FTL","Data Link"
"2021-03-06","GP","MAIDEN SPECIAL WEIGHT ","1","Wolfbane","6-1"," 8 ","8","FTL","Union Rags"
"2021-03-06","GP","MAIDEN SPECIAL WEIGHT ","1","Kylee Rose","20-1"," 9 ","9","FTL","Quality Road"
"2021-03-06","GP","MAIDEN SPECIAL WEIGHT ","1","Dalida","15-1","10 ","10","FTL","Cairo Prince"
"2021-03-06","GP","MAIDEN SPECIAL WEIGHT ","1","Laynlomakndough","20-1","11 ","11","FTL","Bodemeister"
"2021-03-06","GP","MAIDEN SPECIAL WEIGHT ","1","My Desdemona","15-1","14 ","14","FTL","Mineshaft"
"2021-03-06","GP","MAIDEN SPECIAL WEIGHT ","4","Just Ok Is Not Ok","4-1"," 1 ","1","FTL","English Channel"
"2021-03-06","GP","MAIDEN SPECIAL WEIGHT ","4","Mulsanne (IRE)","12-1"," 2 ","2","FTL","Harzand*Ire"
"2021-03-06","GP","MAIDEN SPECIAL WEIGHT ","4","Blue Twirlin","8-1"," 3 ","3","FTL","Air Force Blue"
"2021-03-06","GP","MAIDEN SPECIAL WEIGHT ","4","Traffic Song","20-1"," 5 ","5","FTL","Cross Traffic"
"2021-03-06","GP","MAIDEN SPECIAL WEIGHT ","4","Third Draft","5-2"," 6 ","6","FTL","Curlin"
"2021-03-06","GP","MAIDEN SPECIAL WEIGHT ","4","Creative Cairo","10-1"," 7 ","7","FTL","Cairo Prince"
"2021-03-06","GP","MAIDEN SPECIAL WEIGHT ","4","Final Belle","8-1","10 ","10","FTL","Uncle Mo"
"2021-03-06","GP","MAIDEN CLAIMING($16,000) ","7","Gran Patron","30-1"," 1 ","1","FTL","Poseidon's Warrior"
"2021-03-06","HAW","MAIDEN SPECIAL WEIGHT ","2","One Putt Richie","9-5"," 5 ","5","FTL","Mizzen Mast"
"2021-03-06","HAW","MAIDEN CLAIMING($6,250) ","6","Ruler Daenerys","8-1"," 6 ","6","FTL","Road Ruler"
"2021-03-06","HOU","MAIDEN CLAIMING($7,500) ","3","Costanarmandaleg","10-1"," 1 ","1","FTL","Justin Phillip"
"2021-03-06","HOU","MAIDEN CLAIMING($7,500) ","3","Mission Reality","9-2"," 2 ","2","FTL","Mission Impazible"
"2021-03-06","HOU","MAIDEN SPECIAL WEIGHT ","8","Come On Mike","12-1","2  ","1","FTL","Malibu Moon"
"2021-03-06","LAD","TRIALS ","1","Apollitical B Fire","10-1"," 1 ","1","FTL","Apollitical Blood"
"2021-03-06","LAD","TRIALS ","1","Leavinublue","15-1"," 2 ","2","FTL","Coronas Leaving You"
"2021-03-06","LAD","TRIALS ","1","Ultimo Alex","9-2"," 3 ","3","FTL","Inseperable"
"2021-03-06","LAD","TRIALS ","1","Cartel in the Bayou","7-2"," 4 ","4","FTL","Five Bar Cartel"
"2021-03-06","LAD","TRIALS ","1","Desert Fury","10-1"," 5 ","5","FTL","Furyofthewind"
"2021-03-06","LAD","TRIALS ","1","Jes a Bit Rusty","8-1"," 6 ","6","FTL","Coronas Leaving You"
"2021-03-06","LAD","TRIALS ","1","Tdz Royal Runaway","2-1"," 7 ","7","FTL","Sir Runaway Dash"
"2021-03-06","LAD","TRIALS ","1","Lil Ms B","12-1"," 9 ","9","FTL","Freighttrain B"
"2021-03-06","LAD","TRIALS ","2","Leaving Off Road","6-1"," 2 ","2","FTL","Coronas Leaving You"
"2021-03-06","LAD","TRIALS ","2","Brum Brum Train","8-1"," 3 ","3","FTL","Freighttrain B"
"2021-03-06","LAD","TRIALS ","2","Tee Mahtoo","15-1"," 4 ","4","FTL","Tee Cos"
"2021-03-06","LAD","TRIALS ","2","Flawless Streaker","15-1"," 5 ","5","FTL","Ajs Fast Dash"
"2021-03-06","LAD","TRIALS ","2","Kp Prospect","3-1"," 7 ","7","FTL","Prospect to the Top"
"2021-03-06","LAD","TRIALS ","2","Jrs Im the Man","9-2"," 9 ","9","FTL","Tf Im That Guy"
"2021-03-06","LAD","TRIALS ","2","The Louisiana Sting","5-1","10 ","10","FTL","The Louisiana Cartel"
"2021-03-06","LAD","TRIALS ","3","Ms Lucia","4-1"," 1 ","1","FTL","Five Bar Cartel"
"2021-03-06","LAD","TRIALS ","3","Louisiana Fury","5-2"," 3 ","3","FTL","Furyofthewind"
"2021-03-06","LAD","TRIALS ","3","Im a Daybreak Dash","20-1"," 4 ","4","FTL","Tf Im That Guy"
"2021-03-06","LAD","TRIALS ","3","Jla Double Down Dash","15-1"," 5 ","5","FTL","Corona Caliente"
"2021-03-06","LAD","TRIALS ","3","Sheafastgame","15-1"," 6 ","6","FTL","Heza Fast Dash"
"2021-03-06","LAD","TRIALS ","3","Adore My Runaway","15-1"," 7 ","7","FTL","Sir Runaway Dash"
"2021-03-06","LAD","TRIALS ","3","Always Ace","5-1"," 8 ","8","FTL","Fdd Going Grand"
"2021-03-06","LAD","TRIALS ","3","I Noah Guy","8-1"," 9 ","9","FTL","Tf Im That Guy"
"2021-03-06","LAD","TRIALS ","3","That Guy Hot","10-1","10 ","10","FTL","Tf Im That Guy"
"2021-03-06","LAD","TRIALS ","4","Tdz Leavingthecounty","12-1"," 1 ","1","FTL","Coronas Leaving You"
"2021-03-06","LAD","TRIALS ","4","Louisiana Runaway","15-1"," 2 ","2","FTL","Sir Runaway Dash"
"2021-03-06","LAD","TRIALS ","4","Mp St Pat","15-1"," 3 ","3","FTL","Mr Piloto"
"2021-03-06","LAD","TRIALS ","4","Ranch Rover","8-1"," 4 ","4","FTL","Heza Fast Dash"
"2021-03-06","LAD","TRIALS ","4","Gamefaceprize","3-1"," 5 ","5","FTL","Fast Prize Dash"
