"Date","TrackID","RaceNumber","surfaceDescription","HorseName","ProgramNumber","PostPos","MLodds","JockeyFullName","trainerFullName"
"2020-06-26","BEL","1","Dirt","Big Boy Mo"," 1 ","1","8-1","Reylu Gutierrez","Patrick Quick"
"2020-06-26","BEL","1","Dirt","Dangerous Edge"," 2 ","2","7-2","Luis Saez","John Toscano, Jr."
"2020-06-26","BEL","1","Dirt","Kadens Courage"," 3 ","3","12-1","Manuel Franco","Gregory DiPrima"
"2020-06-26","BEL","1","Dirt","Star of the West"," 4 ","4","4-5","Irad Ortiz, Jr.","Rudy Rodriguez"
"2020-06-26","BEL","1","Dirt","Cause of Action"," 5 ","5","6-1","Eric Cancel","Edward Barker"
"2020-06-26","BEL","1","Dirt","Dr. Devera's Way"," 6 ","6","6-1","Benjamin Hernandez","Mertkan Kantarmaci"
"2020-06-26","BEL","2","Dirt","Kilmarknock"," 1 ","1","7-2","Luis Saez","Robert Falcone, Jr."
"2020-06-26","BEL","2","Dirt","Carters Got Sass"," 2 ","2","4-1","Manuel Franco","Gary Gullo"
"2020-06-26","BEL","2","Dirt","Cobble Hill"," 3 ","3","6-5","Irad Ortiz, Jr.","Rob Atras"
"2020-06-26","BEL","2","Dirt","Wisecrack"," 4 ","4","50-1","Romero Maragh","Peter Tournas"
"2020-06-26","BEL","2","Dirt","J's Warrior"," 5 ","5","6-1","Reylu Gutierrez","Chad Summers"
"2020-06-26","BEL","2","Dirt","Lost in Rome"," 6 ","6","5-1","Luis Cardenas","Robert Klesaris"
"2020-06-26","BEL","2","Dirt","Tipazo"," 7 ","7","20-1","Heman Harkie","Mitchell Friedman"
"2020-06-26","BEL","2","Dirt","Afleet Mickey"," 8 ","8","50-1","Hector Diaz, Jr.","Lolita Shivmangal"
"2020-06-26","BEL","3","Turf","Good Governance (GB)","1  ","3","3-5","Irad Ortiz, Jr.","Chad Brown"
"2020-06-26","BEL","3","Turf","High Amplitude","1A ","7","3-5","Manuel Franco","Chad Brown"
