"Track","RaceNumber","HorsesRunning"
"ARP","3","9"
"ARP","4","9"
"ARP","5","10"
"ARP","7","10"
"BTP","2","13"
"BTP","6","9"
"CBY","5","10"
"CBY","6","10"
"CBY","7","9"
"CBY","8","10"
"CBY","9","10"
"CBY","10","10"
"CNL","2","11"
"CNL","5","13"
"CNL","7","12"
"CNL","9","14"
"FP","5","10"
"FP","7","9"
"IND","5","13"
"IND","7","12"
"IND","9","13"
"IND","10","12"
"IND","11","12"
"LAD","6","9"
"LS","1","12"
"LS","3","9"
"LS","4","10"
"LS","5","11"
"LS","6","12"
"LS","7","10"
"LS","8","9"
"LS","10","11"
"MNR","1","9"
"MNR","5","9"
"PID","2","10"
"PID","3","9"
"PID","4","12"
"PID","5","9"
"PID","6","10"
"PID","8","10"
"PRX","4","12"
"PRX","6","12"
"PRX","7","9"
"PRX","9","11"
"PRX","10","11"
"PRX","11","10"
"PRX","12","13"
"TDN","1","12"
"TDN","2","10"
"TDN","6","9"
"TDN","7","10"
"TDN","8","9"
