"Track","RaceNumber","HorsesRunning"
"AP","7","10"
"AP","8","11"
"BEL","2","10"
"BEL","5","10"
"BEL","6","11"
"BEL","8","11"
"BEL","9","13"
"BTP","1","13"
"BTP","4","16"
"BTP","6","10"
"BTP","7","11"
"BTP","8","13"
"CLS","10","9"
"CT","8","10"
"ELP","8","17"
"EVD","4","10"
"EVD","6","10"
"EVD","9","11"
"FAN","5","10"
"FAN","7","10"
"HOU","1","10"
"HOU","2","10"
"HOU","3","10"
"HOU","5","10"
"HOU","6","10"
"HOU","9","10"
"HOU","10","10"
"LRC","8","9"
"LS","1","9"
"LS","4","10"
"LS","5","12"
"LS","7","11"
"LS","8","10"
"LS","9","10"
"LS","10","12"
"MTH","1","15"
"MTH","4","9"
"MTH","5","10"
"PEN","2","9"
"PEN","3","12"
"PEN","4","11"
"PEN","6","9"
"PIM","3","9"
"PIM","4","12"
"PIM","8","16"
"PLN","6","10"
"PLN","7","9"
"PRM","6","9"
"RUI","1","9"
"RUI","2","10"
"RUI","3","10"
"RUI","4","10"
"RUI","7","9"
"RUI","10","10"
