"Track","RaceNumber","HorsesRunning"
"CT","3","10"
"CT","5","9"
"CT","6","9"
"CT","8","13"
"DED","1","12"
"DED","3","10"
"DED","4","10"
"DED","5","12"
"DED","6","12"
"DED","7","9"
"DED","8","11"
"DED","9","12"
"EVD","2","10"
"EVD","5","10"
"EVD","6","9"
"EVD","7","10"
"EVD","8","9"
"EVD","9","10"
"GP","1","11"
"GP","2","10"
"GP","6","11"
"GP","7","12"
"GP","9","11"
"GP","10","16"
"MNR","2","9"
"MNR","9","11"
"MVR","8","12"
"PEN","3","12"
"PEN","4","9"
"PEN","5","9"
"PEN","8","9"
"PEN","9","10"
"PEN","11","9"
"PRX","1","9"
"PRX","2","10"
"PRX","4","13"
"PRX","5","12"
"PRX","6","13"
"PRX","7","10"
"PRX","9","11"
"PRX","10","14"
"TAM","7","9"
"TAM","8","13"
"TAM","9","14"
"TP","1","14"
"TP","2","14"
"TP","3","12"
"TP","4","14"
"TP","5","14"
"TP","6","9"
"TP","7","14"
"TP","8","14"
"ZIA","1","12"
"ZIA","2","12"
"ZIA","3","10"
"ZIA","6","9"
"ZIA","8","12"
"ZIA","9","12"
"ZIA","10","9"
