"Track","RaceNumber","HorsesRunning"
"ALB","1","9"
"ALB","2","9"
"ALB","4","9"
"ALB","5","10"
"ALB","6","10"
"ALB","7","10"
"ALB","8","11"
"ALB","9","10"
"ALB","11","12"
"BEL","1","9"
"BEL","5","9"
"BEL","6","13"
"BEL","7","13"
"BEL","9","13"
"BEL","10","14"
"CD","6","10"
"CD","8","12"
"CD","9","10"
"CD","10","9"
"EMD","8","9"
"GP","1","9"
"GP","5","15"
"GP","7","10"
"GP","10","9"
"LA","8","10"
"LA","11","10"
"LAD","4","9"
"LAD","8","11"
"LRC","9","9"
"LRL","1","11"
"LRL","5","10"
"LRL","6","12"
"LRL","8","11"
"LRL","9","16"
"MNR","1","10"
"MNR","7","9"
"MNR","8","9"
"MTH","1","11"
"MTH","4","12"
"MTH","6","9"
"MTH","8","9"
"MTH","10","12"
"MTH","12","12"
"SWF","4","10"
"WRD","6","10"
"WRD","9","10"
