"Date","TrackID","Raceclass","RaceNumber","HorseName","MorningLine","ProgramNumber","PostPos","Medication","SireName"
"2020-07-15","DED","MAIDEN CLAIMING($5,000) ","1","Karlon Charles","20-1"," 3 ","3","FTL","Jls Party Wagon"
"2020-07-15","DED","MAIDEN CLAIMING($5,000) ","3","Pocket Pony","6-1"," 1 ","1","FTL","Fast Prize Jordan"
"2020-07-15","DED","MAIDEN CLAIMING($5,000) ","3","Jb too Sexy","8-1"," 2 ","2","FTL","Orphan Perry"
"2020-07-15","DED","MAIDEN CLAIMING($5,000) ","3","Magnolia James","20-1"," 9 ","9","FTL","Shining First Dash"
"2020-07-15","DED","MAIDEN ","5","Ekg Paint Me a Jess","20-1"," 2 ","2","FTL","Jess Elie"
"2020-07-15","DED","MAIDEN ","7","Chihuahua","20-1"," 7 ","7","FTL","Heza Fast Dash"
"2020-07-15","DED","MAIDEN CLAIMING($5,000) ","9","Buy Him Quick","20-1","10 ","10","FTL","Quick to Flare Up"
"2020-07-15","DEL","MAIDEN SPECIAL WEIGHT ","3","Takecharge Charlie","9-2"," 2 ","2","FTL","Will Take Charge"
"2020-07-15","DEL","MAIDEN SPECIAL WEIGHT ","3","Sacra Hoxen","8-1"," 6 ","6","FTL","New Year's Day"
"2020-07-15","GP","MAIDEN CLAIMING($12,500) ","1","R Wild Child","2-1"," 1 ","1","FTL","Uncaptured"
"2020-07-15","GP","MAIDEN CLAIMING($12,500) ","1","Say Bye Bye","20-1"," 8 ","8","FTL","Courageous Cat"
"2020-07-15","GP","MAIDEN CLAIMING($12,500) ","1","Sandbah","20-1"," 9 ","9","FTL","Treasure Beach*GB"
"2020-07-15","GP","MAIDEN SPECIAL WEIGHT ","5","R Private Jet","2-1"," 2 ","2","FTL","Khozan"
"2020-07-15","IND","MAIDEN SPECIAL WEIGHT ","3","Crowella","12-1"," 5 ","5","FTL","Liaison"
"2020-07-15","IND","MAIDEN SPECIAL WEIGHT ","3","Any Kind","8-1"," 7 ","7","FTL","Pioneerof the Nile"
