"Track","RaceNumber","HorsesRunning"
"AQU","3","9"
"AQU","5","9"
"AQU","9","12"
"EQC","3","9"
"EQC","4","10"
"FON","4","10"
"FON","5","10"
"FON","7","10"
"FON","9","10"
"GG","9","10"
"GP","1","10"
"GP","5","10"
"GP","6","9"
"GP","7","9"
"GP","10","13"
"HAW","2","9"
"HAW","4","10"
"HAW","6","11"
"HAW","7","9"
"HAW","8","9"
"KEE","1","10"
"KEE","4","12"
"KEE","5","11"
"KEE","8","12"
"KEE","9","10"
"OP","2","9"
"OP","6","12"
"OP","8","11"
"OP","9","11"
"RP","2","10"
"RP","3","10"
"RP","4","10"
"RP","5","10"
"RP","8","10"
"RP","9","12"
"RP","10","12"
"RP","11","10"
"SA","1","9"
"SA","6","9"
"SA","7","10"
"SA","9","9"
"TAM","2","10"
"TAM","3","10"
"TAM","6","14"
"TAM","7","10"
"TAM","8","14"
"TAM","9","11"
