"Date","TrackID","RaceNumber","surfaceDescription","HorseName","ProgramNumber","PostPos","MLodds","JockeyFullName","trainerFullName"
"2021-07-24","AP","1","All Weather Track","Suprise Cat"," 1 ","1","6-1","Rocco Bowen","Terry Young"
"2021-07-24","AP","1","All Weather Track","Yalikeanything"," 2 ","2","2-1","Julio Felix","Eduardo Rodriguez"
"2021-07-24","AP","1","All Weather Track","Rip It Ryan"," 3 ","3","9-2","Isaiah Wiseman","Gary Delong"
"2021-07-24","AP","1","All Weather Track","Dick the Bruiser"," 4 ","4","3-1","Constantino Roman","Hutch Holsapple"
"2021-07-24","AP","1","All Weather Track","Z U At the Races"," 5 ","5","8-1","Christopher Emigh","Terry Young"
"2021-07-24","AP","1","All Weather Track","Two Cookie Rule"," 6 ","6","7-2","E. Baird","Dee Poulos"
"2021-07-24","AP","2","Turf","Bridgekeeper"," 1 ","1","9-2","Declan Carroll","Anthony Granitz"
"2021-07-24","AP","2","Turf","Baseball Politics"," 2 ","2","5-2","E. Baird","Larry Rivelli"
"2021-07-24","AP","2","Turf","Behavin Myself"," 3 ","3","7-2","Rocco Bowen","Michael Puhich"
"2021-07-24","AP","2","Turf","Loot the Moon"," 4 ","4","8-1","Christopher Emigh","Darrin Miller"
"2021-07-24","AP","2","Turf","Coni's Coup"," 5 ","5","8-1","Julio Felix","Chris Block"
"2021-07-24","AP","2","Turf","Dynablue"," 6 ","6","2-1","Jareth Loveberry","Dee Poulos"
"2021-07-24","AP","3","All Weather Track","Majestic John's"," 1 ","1","5-1","Rocco Bowen","John Haran"
"2021-07-24","AP","3","All Weather Track","J Z's Last Try"," 2 ","2","12-1","Eduardo Gallardo","Ramon Aguayo"
"2021-07-24","AP","3","All Weather Track","Beast Mode"," 3 ","3","8-1","Victor Severino","Dino DiZeo"
"2021-07-24","AP","3","All Weather Track","Chapel Barn"," 4 ","4","4-1","Christopher Emigh","Eduardo Rodriguez"
"2021-07-24","AP","3","All Weather Track","Cloud to Ground"," 5 ","5","2-1","Isaiah Wiseman","Barr Inman"
"2021-07-24","AP","3","All Weather Track","Edison Fire"," 6 ","6","5-2","Jareth Loveberry","Manny Perez"
"2021-07-24","AP","3","All Weather Track","Giant's Forrest"," 7 ","7","15-1","Albert Lopez","Jeffery Jones"
"2021-07-24","AP","4","Turf","Bourbon Tan"," 1 ","1","12-1","Julio Felix","Carlos Silva"
"2021-07-24","AP","4","Turf","Dollar Blue"," 2 ","2","3-1","Rocco Bowen","Doug Matthews"
"2021-07-24","AP","4","Turf","Duchossois"," 3 ","3","5-2","Christopher Emigh","Brittany Vanden Berg"
"2021-07-24","AP","4","Turf","Tap the Mojo"," 4 ","4","8-1","Constantino Roman","Brittany Vanden Berg"
"2021-07-24","AP","4","Turf","Krewe Chief"," 5 ","5","5-1","Shannon Uske","David Reid"
"2021-07-24","AP","4","Turf","Hardly a Secret"," 6 ","6","6-1","Declan Carroll","Thomas Swearingen"
"2021-07-24","AP","4","Turf","English Challenge"," 7 ","7","7-2","Jareth Loveberry","Darrin Miller"
"2021-07-24","AP","5","All Weather Track","Wildwood Maggie"," 1 ","1","6-1","Constantino Roman","Joel Campbell"
"2021-07-24","AP","5","All Weather Track","Lion Love"," 2 ","2","7-2","Javier Tavares","Steve Manley"
"2021-07-24","AP","5","All Weather Track","Ballybrack Lass"," 3 ","3","6-1","Samuel Camacho, Jr.","Hugh Robertson"
"2021-07-24","AP","5","All Weather Track","Miss Commish"," 4 ","4","9-2","Jareth Loveberry","Lon Wiggins"
"2021-07-24","AP","5","All Weather Track","Catnip Kitten"," 5 ","5","6-1","Rocco Bowen","Manny Perez"
"2021-07-24","AP","5","All Weather Track","Her Gold Mine"," 6 ","6","15-1","Albert Lopez","John Haran"
"2021-07-24","AP","5","All Weather Track","Rejoice an Be Glad"," 7 ","7","20-1","Elizabeth Thurman","Rhonda Thurman"
"2021-07-24","AP","5","All Weather Track","Seven Seventeen"," 8 ","8","2-1","Edgar Perez","Hutch Holsapple"
"2021-07-24","AP","6","Turf","Etched in Stone"," 1 ","1","9-2","E. Baird","Larry Rivelli"
"2021-07-24","AP","6","Turf","One Putt Richie"," 2 ","2","10-1","Javier Tavares","Elias Lopez"
"2021-07-24","AP","6","Turf","Huey Attack"," 3 ","3","6-1","Constantino Roman","Fernando Bahena"
"2021-07-24","AP","6","Turf","Mark of the Z"," 4 ","4","7-2","Carlos Ulloa","Fernando Bahena"
"2021-07-24","AP","6","Turf","Chinobe"," 5 ","5","7-2","Jareth Loveberry","Larry Rivelli"
"2021-07-24","AP","6","Turf","Never Have I Ever (IRE)"," 6 ","6","5-2","Christopher Emigh","Brittany Vanden Berg"
