"Date","TrackID","Raceclass","RaceNumber","HorseName","MorningLine","ProgramNumber","PostPos","Medication","SireName"
"2020-08-12","ALB","MAIDEN CLAIMING($6,500) ","1","Better Dialhomme","10-1"," 4 ","4","FTL","Delhomme"
"2020-08-12","ALB","MAIDEN CLAIMING($8,000) ","2","Mo Cerveza","12-1"," 1 ","1","FTL","Uncle Mo"
"2020-08-12","ALB","MAIDEN CLAIMING($8,000) ","2","Random Krptonight","15-1"," 6 ","6","FTL","Cape Blanco*Ire"
"2020-08-12","ALB","MAIDEN SPECIAL WEIGHT ","3","Southwestern Ruler","12-1"," 1 ","1","FTL","Southwestern Heat"
"2020-08-12","ALB","MAIDEN SPECIAL WEIGHT ","8","Amy's Honey","12-1"," 1 ","1","FTL","Southwestern Heat"
"2020-08-12","ALB","MAIDEN SPECIAL WEIGHT ","8","Spicey Secret","10-1"," 2 ","2","FTL","Copelan's Pache"
"2020-08-12","ALB","MAIDEN SPECIAL WEIGHT ","8","Impeaching","8-1"," 3 ","3","FTL","Southwestern Heat"
"2020-08-12","ALB","MAIDEN SPECIAL WEIGHT ","8","Awesome Walker","15-1"," 8 ","8","FTL","Delhomme"
"2020-08-12","ALB","MAIDEN SPECIAL WEIGHT ","8","Feisty Foxey","15-1"," 9 ","9","FTL","Vulcan's Pulpit"
"2020-08-12","ALB","MAIDEN SPECIAL WEIGHT ","8","Sallys Dancer","15-1","11 ","11","FTL","Sharon's Beau"
"2020-08-12","BTP","MAIDEN CLAIMING($7,500) ","7","Bayern Crew","10-1","2  ","1","FTL","Bayern"
"2020-08-12","BTP","MAIDEN CLAIMING($7,500) ","7","Due West","7-2"," 5 ","5","FTL","Elusive Quality"
"2020-08-12","BTP","MAIDEN SPECIAL WEIGHT ","8","You're My Boy Blue","10-1"," 3 ","3","FTL","Birdrun"
"2020-08-12","BTP","MAIDEN SPECIAL WEIGHT ","8","Buckeye Magic","3-1"," 4 ","4","FTL","Trappe Shot"
"2020-08-12","BTP","MAIDEN SPECIAL WEIGHT ","8","Historically","7-2"," 5 ","5","FTL","Carpe Diem"
"2020-08-12","BTP","MAIDEN SPECIAL WEIGHT ","8","Run Bubba Run","10-1"," 6 ","6","FTL","Tidal Volume"
"2020-08-12","BTP","MAIDEN SPECIAL WEIGHT ","8","Is She Quick","20-1"," 7 ","7","FTL","Quick Change"
"2020-08-12","CNL","MAIDEN CLAIMING($16,000) ","2","Chasing Midnight","20-1"," 6 ","6","FTL","Gone Clubbing"
"2020-08-12","CNL","MAIDEN SPECIAL WEIGHT ","6","Arrest Warrant","5-1"," 7 ","7","FTL","Into Mischief"
"2020-08-12","CNL","MAIDEN SPECIAL WEIGHT ","6","Fighting Zelda","12-1"," 8 ","8","FTL","Texas Red"
"2020-08-12","CNL","MAIDEN SPECIAL WEIGHT ","6","Tete a Tete","6-1"," 9 ","9","FTL","Malibu Moon"
"2020-08-12","CNL","MAIDEN SPECIAL WEIGHT ","7","Cainudothetwist","8-1"," 3 ","3","FTL","Americain"
"2020-08-12","CNL","MAIDEN SPECIAL WEIGHT ","7","Lenten Rose","20-1","10 ","10","FTL","Temple City"
"2020-08-12","CNL","MAIDEN CLAIMING($10,000) ","9","Stopit","20-1"," 4 ","4","FTL","Capo Bastone"
"2020-08-12","DEL","MAIDEN SPECIAL WEIGHT ","3","Peachy Keen","6-1"," 5 ","5","FTL","Will Take Charge"
"2020-08-12","DEL","MAIDEN SPECIAL WEIGHT ","3","Healthcare Heroes","6-1"," 6 ","6","FTL","Honor Code"
"2020-08-12","DEL","MAIDEN CLAIMING($15,000) ","6","Texas Reward","7-2"," 3 ","3","FTL","Texas Red"
"2020-08-12","DEL","MAIDEN CLAIMING($15,000) ","6","Breeze Off the Bay","8-1"," 4 ","4","FTL","Bayern"
"2020-08-12","DEL","MAIDEN CLAIMING($15,000) ","6","Thegoddessofsnakes","9-5"," 6 ","6","FTL","Street Boss"
"2020-08-12","EVD","MAIDEN CLAIMING($15,000) ","1","Fire Watch","3-1"," 4 ","4","FTL","Can the Man"
"2020-08-12","EVD","MAIDEN CLAIMING($15,000) ","1","Get Them Justin","5-1"," 7 ","7","FTL","Half Ours"
"2020-08-12","EVD","MAIDEN CLAIMING($5,000) ","5","Bald Face Logic","15-1"," 2 ","2","FTL","Defy Logic"
"2020-08-12","EVD","MAIDEN CLAIMING($5,000) ","5","Blue Ridge Spice","20-1","11 ","11","FTL","Lewis Michael"
"2020-08-12","EVD","MAIDEN CLAIMING($5,000) ","5","Stunning Victory","20-1","13 ","13","FTL","D'wildcat"
"2020-08-12","FL","MAIDEN CLAIMING($5,000) ","8","Butchie's Bridge","10-1","10 ","10","FTL","Verrazano"
"2020-08-12","FL","MAIDEN CLAIMING($5,000) ","8","Musical Thunder","15-1","11 ","11","FTL","Maclean's Music"
"2020-08-12","IND","MAIDEN SPECIAL WEIGHT ","3","Wellman","6-1"," 1 ","1","FTL","Twirling Candy"
"2020-08-12","IND","MAIDEN SPECIAL WEIGHT ","3","Collectthemoney","20-1"," 3 ","3","FTL","Liaison"
"2020-08-12","IND","MAIDEN SPECIAL WEIGHT ","3","Two Worlds","5-2"," 4 ","4","FTL","Tapiture"
"2020-08-12","IND","MAIDEN SPECIAL WEIGHT ","3","Spheroid","6-1"," 5 ","5","FTL","Orb"
"2020-08-12","IND","MAIDEN SPECIAL WEIGHT ","9","Shotgun Joe","10-1"," 1 ","1","FTL","Unbridled Express"
"2020-08-12","IND","MAIDEN SPECIAL WEIGHT ","9","Nobody Listens","6-1"," 4 ","4","FTL","Conveyance"
"2020-08-12","IND","MAIDEN SPECIAL WEIGHT ","9","Gold Buckle","20-1"," 7 ","7","FTL","Soldat"
"2020-08-12","IND","MAIDEN SPECIAL WEIGHT ","9","Dr. Prado","30-1"," 8 ","8","FTL","Fort Prado"
"2020-08-12","IND","MAIDEN ","10","Jess Coronita","20-1"," 9 ","9","FTL","Corona Cartel"
"2020-08-12","LAD","MAIDEN SPECIAL WEIGHT ","5","Custom Pancho","6-1","1A ","13","FTL","Custom for Carlos"
