"Track","RaceNumber","HorsesRunning"
"BTP","4","13"
"BTP","7","10"
"CT","3","9"
"CT","5","14"
"CT","6","9"
"CT","7","9"
"CT","8","14"
"DMR","1","10"
"DMR","3","10"
"DMR","5","11"
"DMR","7","11"
"DMR","8","10"
"ELP","8","10"
"EVD","5","12"
"EVD","6","11"
"EVD","9","10"
"GF","5","9"
"GF","7","9"
"GP","1","10"
"GP","4","11"
"GP","6","9"
"GP","8","12"
"GP","9","9"
"GP","10","10"
"HOU","2","10"
"HOU","3","10"
"HOU","5","10"
"HOU","9","10"
"HOU","10","10"
"HOU","11","10"
"MTH","1","9"
"MTH","3","9"
"MTH","4","9"
"MTH","5","9"
"PEN","3","10"
"PIM","2","12"
"PIM","4","12"
"PIM","5","9"
"PIM","6","9"
"PIM","8","10"
"POD","4","9"
"POD","5","10"
"POD","7","10"
"POD","8","10"
"PRM","1","10"
"PRM","2","9"
"PRM","3","9"
"PRM","10","10"
"RUI","3","10"
"RUI","5","10"
"RUI","6","9"
"RUI","7","9"
"RUI","8","9"
"RUI","9","10"
"RUI","10","9"
"RUI","12","9"
"SAR","2","9"
"SAR","3","13"
"SAR","5","12"
"SAR","6","12"
"SAR","7","11"
"SAR","8","11"
"SAR","10","16"
