"Track","RaceNumber","HorsesRunning"
"AZD","7","9"
"AZD","8","9"
"AZD","9","10"
"BTP","3","9"
"BTP","6","9"
"CBY","7","10"
"DED","3","10"
"DED","5","10"
"DED","7","10"
"DED","9","10"
"DEL","3","14"
"DEL","5","14"
"DEL","6","9"
"DEL","7","14"
"EMD","2","10"
"EMD","3","10"
"EMD","4","9"
"EMD","5","9"
"EMD","8","9"
"EVD","4","10"
"EVD","5","9"
"EVD","8","10"
"FL","8","10"
"GP","5","9"
"GP","8","10"
"HOU","2","9"
"HOU","3","10"
"HOU","4","10"
"HOU","5","10"
"HOU","6","10"
"HOU","7","10"
"HOU","8","10"
"HOU","9","10"
"HOU","10","10"
"IND","5","11"
"IND","6","11"
"IND","7","10"
"IND","8","11"
"IND","9","13"
"MNR","1","9"
"MNR","2","9"
"MNR","5","10"
"MNR","8","9"
"PEN","3","10"
"PEN","4","12"
"POD","6","10"
"PRX","4","12"
"PRX","6","9"
"PRX","8","10"
"PRX","10","9"
"PRX","11","16"
"TAM","1","12"
"TAM","3","12"
"TAM","4","9"
"TAM","5","12"
"TAM","6","9"
"TAM","7","10"
"TAM","8","9"
"TAM","9","12"
"TDN","2","10"
"TDN","7","9"
