"Track","RaceNumber","HorsesRunning"
"DED","1","10"
"DED","2","12"
"DED","3","11"
"DED","4","10"
"DED","6","10"
"DED","7","10"
"DED","8","9"
"DED","9","12"
"MNR","9","10"
"MVR","5","9"
"MVR","7","9"
"MVR","8","12"
"PRX","2","9"
"PRX","3","10"
"PRX","4","11"
"PRX","6","11"
"PRX","7","11"
"PRX","8","10"
"PRX","9","11"
"PRX","10","16"
"RP","2","9"
"RP","3","9"
"RP","4","9"
"RP","5","12"
"RP","7","12"
"RP","9","10"
"RP","10","10"
"ZIA","1","10"
"ZIA","2","12"
"ZIA","3","10"
"ZIA","4","12"
"ZIA","6","9"
"ZIA","8","10"
"ZIA","9","11"
"ZIA","10","12"
