"Track","RaceNumber","HorsesRunning"
"DED","1","9"
"DED","4","9"
"DED","5","10"
"DED","6","10"
"DED","8","9"
"DED","9","10"
"LAD","1","10"
"LAD","3","10"
"LAD","4","9"
"LAD","5","10"
"LAD","7","10"
"MVR","1","11"
"MVR","3","12"
"MVR","5","11"
"MVR","7","9"
"MVR","8","10"
"PRX","9","9"
"PRX","11","10"
"RP","1","9"
"RP","2","9"
"RP","3","9"
"RP","4","9"
"RP","7","9"
"RP","8","9"
"RP","11","9"
"RP","13","9"
"RP","14","9"
"TUP","5","12"
"TUP","6","10"
"TUP","7","12"
"TUP","8","11"
"TUP","9","11"
"TUP","10","12"
