"Track","RaceNumber","HorsesRunning"
"ALB","4","9"
"ALB","6","12"
"ALB","8","10"
"CBY","3","10"
"CBY","5","10"
"CBY","6","9"
"DMR","4","11"
"DMR","5","14"
"DMR","6","9"
"DMR","7","9"
"DMR","8","14"
"DMR","10","12"
"ELP","3","9"
"ELP","6","10"
"ELP","7","11"
"ELP","8","15"
"EMD","6","10"
"EMD","8","10"
"EMD","10","9"
"GG","6","9"
"GG","8","11"
"GIL","1","10"
"GIL","2","10"
"GIL","3","10"
"GIL","5","10"
"GIL","6","10"
"GIL","7","10"
"GIL","8","10"
"GIL","9","10"
"GIL","10","10"
"GP","1","11"
"GP","2","12"
"GP","4","10"
"GP","5","10"
"GP","6","9"
"GP","8","13"
"GP","9","9"
"GP","10","9"
"GP","11","10"
"LA","10","10"
"MNR","1","10"
"MNR","2","12"
"MNR","3","9"
"MTH","3","10"
"MTH","9","13"
"MTH","10","11"
"MTH","11","10"
"MTH","12","9"
"RUI","1","9"
"RUI","2","10"
"RUI","3","10"
"RUI","4","9"
"RUI","5","10"
"RUI","7","10"
"RUI","8","9"
"RUI","9","9"
"SAR","2","11"
"SAR","5","11"
"SAR","6","12"
"SAR","7","14"
"SAR","8","9"
"SAR","10","16"
"SWF","2","10"
"SWF","3","9"
"TIM","5","9"
"TIM","10","9"
