"Track","RaceNumber","HorsesRunning"
"ALB","1","12"
"ALB","2","12"
"ALB","4","12"
"ALB","5","9"
"ALB","7","9"
"ALB","8","9"
"ALB","9","12"
"ALB","10","12"
"AP","6","10"
"AP","7","10"
"AP","8","12"
"CT","5","10"
"CT","8","9"
"DED","1","10"
"DED","2","10"
"DED","4","10"
"DED","5","10"
"DED","6","10"
"DED","7","10"
"DED","8","10"
"DED","9","10"
"DED","10","10"
"DEL","2","11"
"DEL","5","11"
"DMR","5","14"
"DMR","6","14"
"DMR","7","11"
"DMR","9","11"
"DMR","11","13"
"ELP","4","11"
"ELP","8","10"
"ELP","10","9"
"EVD","1","11"
"EVD","2","9"
"EVD","3","9"
"EVD","5","12"
"EVD","6","10"
"EVD","7","14"
"EVD","9","9"
"GG","8","9"
"GIL","1","9"
"GIL","2","10"
"GIL","3","10"
"GIL","4","10"
"GIL","6","10"
"GIL","7","10"
"GIL","9","9"
"GIL","10","10"
"GIL","11","10"
"GIL","12","9"
"GP","1","9"
"GP","7","9"
"GP","9","9"
"GP","11","9"
"LAD","1","10"
"LAD","5","11"
"LAD","7","9"
"LRL","3","13"
"LRL","5","13"
"LRL","7","9"
"LRL","8","10"
"LRL","9","15"
"MTH","1","9"
"MTH","2","10"
"MTH","4","12"
"MTH","6","11"
"MTH","8","11"
"MTH","9","9"
"MTH","10","13"
"MTH","11","9"
"MTH","12","10"
"MTH","14","11"
"PRM","8","9"
"PRM","9","9"
"RP","1","9"
"RP","2","10"
"RP","3","11"
"RP","4","11"
"RP","5","9"
"RP","6","11"
"RP","7","10"
"RP","8","12"
"RP","9","13"
"RUI","1","10"
"RUI","2","10"
"RUI","3","10"
"RUI","4","10"
"RUI","5","9"
"RUI","6","9"
"RUI","7","10"
"RUI","8","10"
"RUI","9","10"
"RUI","10","10"
"RUI","11","9"
"RUI","12","10"
"RUI","13","10"
"RUI","14","10"
"RUI","15","10"
"RUI","16","10"
"SAR","5","13"
"SAR","7","10"
"SAR","9","9"
"SAR","10","10"
"SWF","1","10"
"SWF","2","9"
"SWF","3","9"
"SWF","6","9"
"SWF","9","9"
"SWF","10","10"
