"Track","RaceNumber","HorsesRunning"
"AP","3","9"
"AP","4","10"
"AP","5","9"
"AP","6","9"
"AP","7","10"
"AP","8","11"
"BTP","1","10"
"BTP","5","12"
"BTP","8","16"
"CBY","7","10"
"CT","5","9"
"CT","6","9"
"CT","8","14"
"DEL","3","12"
"DEL","6","12"
"DEL","7","10"
"DEL","8","10"
"EMD","7","9"
"EMD","8","10"
"EMD","9","9"
"EMD","11","11"
"EVD","1","14"
"EVD","2","10"
"EVD","3","14"
"EVD","5","11"
"EVD","6","14"
"EVD","7","13"
"EVD","9","13"
"GG","6","9"
"GP","1","16"
"GP","4","10"
"GP","5","9"
"GP","7","10"
"GP","8","10"
"GP","9","12"
"IND","7","12"
"IND","9","11"
"IND","10","11"
"IND","11","11"
"LRL","3","16"
"LRL","4","16"
"LRL","6","13"
"LRL","7","11"
"LRL","9","14"
"PID","4","9"
"PID","7","9"
"PID","8","12"
"RET","2","10"
"RET","4","10"
"RET","5","10"
"RET","6","10"
"RET","7","10"
"RET","8","10"
"RET","9","10"
"RET","10","10"
"SAR","5","11"
"SAR","6","11"
"SAR","9","9"
"TDN","1","9"
"TDN","3","9"
"TDN","5","9"
"TDN","7","9"
"TDN","8","11"
