"Date","TrackID","RaceNumber","surfaceDescription","HorseName","ProgramNumber","PostPos","MLodds","JockeyFullName","trainerFullName"
"2021-01-24","AQU","1","Dirt","Emma and I"," 1 ","1","3-1","Jose Lezcano","James Ryerson"
"2021-01-24","AQU","1","Dirt","Cross Island"," 2 ","2","8-1","Manuel Franco","Michelle Nevin"
"2021-01-24","AQU","1","Dirt","Maria's Gift"," 3 ","3","7-2","Dylan Davis","Raymond Handal"
"2021-01-24","AQU","1","Dirt","Rosies Surprise"," 4 ","4","10-1","Pablo Morales","Amira Chichakly"
"2021-01-24","AQU","1","Dirt","Barefoot Dancer"," 5 ","5","6-1","Trevor McCarthy","Kelly Breen"
"2021-01-24","AQU","1","Dirt","Rosey's Peach"," 6 ","6","7-2","Kendrick Carmouche","Domenick Schettino"
"2021-01-24","AQU","1","Dirt","Quashana"," 7 ","7","20-1","Luis Cardenas","Robert Ribaudo"
"2021-01-24","AQU","1","Dirt","Bellamy'spartygirl"," 8 ","8","20-1","Luis Rodriguez Castro","Gregory DiPrima"
"2021-01-24","AQU","1","Dirt","Delaware Destiny"," 9 ","9","6-1","Eric Cancel","Chris Englehart"
"2021-01-24","AQU","2","Dirt","Big Al's Gal"," 1 ","1","8-1","Luis Cardenas","Chris Englehart"
"2021-01-24","AQU","2","Dirt","Mani Pedi"," 2 ","2","6-1","Luis Rodriguez Castro","Randi Persaud"
"2021-01-24","AQU","2","Dirt","Charlotte Webley"," 3 ","3","6-1","Romero Maragh","Michael Simmonds"
"2021-01-24","AQU","2","Dirt","Elite Speed"," 4 ","4","12-1","Dylan Davis","Wayne Potts"
"2021-01-24","AQU","2","Dirt","Tuff Bird"," 5 ","5","3-1","Kendrick Carmouche","Bruce Levine"
"2021-01-24","AQU","2","Dirt","Empress Luciana"," 6 ","6","8-1","Manuel Franco","Edward Barker"
"2021-01-24","AQU","2","Dirt","Mind of Gold"," 7 ","7","7-5","Eric Cancel","Linda Rice"
"2021-01-24","AQU","2","Dirt","Syzygy"," 8 ","8","30-1","Andre Worrie","Peter Chin"
"2021-01-24","AQU","3","Dirt","Liam's Fire","1  ","3","4-1","Katie Davis","Amira Chichakly"
"2021-01-24","AQU","3","Dirt","Doubly Blessed","1A ","7","4-1","Trevor McCarthy","Michael Maker"
"2021-01-24","AQU","3","Dirt","Our Country","2  ","1","7-2","Kendrick Carmouche","George Weaver"
"2021-01-24","AQU","3","Dirt","Shanghaischool","3  ","2","12-1","Dylan Davis","Dimitrios Synnefias"
"2021-01-24","AQU","3","Dirt","Grit and Glory"," 4 ","4","8-1","Luis Cardenas","Thomas Morley"
"2021-01-24","AQU","3","Dirt","Advance Notice"," 5 ","5","5-2","Manuel Franco","Michael Maker"
"2021-01-24","AQU","3","Dirt","Perceived"," 6 ","6","8-5","Eric Cancel","Linda Rice"
"2021-01-24","AQU","4","Dirt","La Negrita"," 1 ","1","12-1","Dylan Davis","Richard Schosberg"
"2021-01-24","AQU","4","Dirt","Quality Stones"," 2 ","2","3-1","Kendrick Carmouche","Bruce Levine"
"2021-01-24","AQU","4","Dirt","Cadeau de Paix"," 3 ","3","12-1","Luis Cardenas","Robert Klesaris"
"2021-01-24","AQU","4","Dirt","Stunning Munnings"," 4 ","4","7-2","Benjamin Hernandez","Mertkan Kantarmaci"
"2021-01-24","AQU","4","Dirt","Saratoga Beauty"," 5 ","5","8-1","Eric Cancel","Patricia Farro"
"2021-01-24","AQU","4","Dirt","Left Leaning Lucy"," 6 ","6","9-2","Jorge Vargas, Jr.","David Donk"
"2021-01-24","AQU","4","Dirt","Happy Sophia"," 7 ","7","30-1","Nik Juarez","Eddie Persaud"
"2021-01-24","AQU","4","Dirt","City Temper"," 8 ","8","9-2","Manuel Franco","Jorge Abreu"
"2021-01-24","AQU","4","Dirt","Halama"," 9 ","9","6-1","Jose Lezcano","William Mott"
"2021-01-24","AQU","5","Dirt","Bella Principessa"," 1 ","1","12-1","Benjamin Hernandez","Gary Sciacca"
"2021-01-24","AQU","5","Dirt","My Alluring Lady"," 2 ","2","4-1","Kendrick Carmouche","Danny Gargan"
"2021-01-24","AQU","5","Dirt","Hip Number One"," 3 ","3","8-1","Trevor McCarthy","Bruce Brown"
"2021-01-24","AQU","5","Dirt","Blame It On Mary"," 4 ","4","9-2","Dylan Davis","Edward Barker"
"2021-01-24","AQU","5","Dirt","Lollygag"," 5 ","5","15-1","Pablo Morales","Michael Lauer"
"2021-01-24","AQU","5","Dirt","Bewps"," 6 ","6","10-1","Jorge Vargas, Jr.","Steven Asmussen"
"2021-01-24","AQU","5","Dirt","Jill's a Hot Mess"," 7 ","7","3-1","Jose Lezcano","John Kimmel"
"2021-01-24","AQU","5","Dirt","Hey Red"," 8 ","8","12-1","Nik Juarez","Orlando Noda"
"2021-01-24","AQU","5","Dirt","Irresistible Girl"," 9 ","9","6-1","Manuel Franco","Brad Cox"
"2021-01-24","AQU","5","Dirt","Chilly Choos","10 ","10","10-1","Eric Cancel","Gary Sciacca"
"2021-01-24","AQU","6","Dirt","Anydayisherday"," 1 ","1","30-1","Romero Maragh","Michael Simmonds"
"2021-01-24","AQU","6","Dirt","Sky Kitten"," 2 ","2","20-1","Luis Rodriguez Castro","Randi Persaud"
"2021-01-24","AQU","6","Dirt","Impazible Donna"," 3 ","3","1-1","Kendrick Carmouche","Bruce Levine"
"2021-01-24","AQU","6","Dirt","Eloquent Speaker"," 4 ","4","5-2","Eric Cancel","Jeremiah Englehart"
"2021-01-24","AQU","6","Dirt","Wailin Josie"," 5 ","5","8-1","Luis Cardenas","Steven Jerkens"
"2021-01-24","AQU","6","Dirt","Quietude"," 6 ","6","8-1","Jorge Vargas, Jr.","Robert Ribaudo"
"2021-01-24","AQU","6","Dirt","Beautiful Karen"," 7 ","7","9-2","Jose Lezcano","Linda Rice"
"2021-01-24","AQU","7","Dirt","Bella Domenica"," 1 ","1","8-1","Jorge Vargas, Jr.","Rudy Rodriguez"
"2021-01-24","AQU","7","Dirt","Undetectable"," 2 ","2","15-1","Romero Maragh","Jorge Abreu"
"2021-01-24","AQU","7","Dirt","Calidad"," 3 ","3","10-1","Kendrick Carmouche","Bruce Levine"
"2021-01-24","AQU","7","Dirt","Dancing Kiki"," 4 ","4","7-2","Jose Lezcano","James Ryerson"
"2021-01-24","AQU","7","Dirt","Ghostghostghost"," 5 ","5","5-1","Trevor McCarthy","Thomas Morley"
"2021-01-24","AQU","7","Dirt","Grape Therapy"," 6 ","6","9-2","Benjamin Hernandez","Mertkan Kantarmaci"
"2021-01-24","AQU","7","Dirt","Repeal and Replace"," 7 ","7","4-1","Manuel Franco","Chad Brown"
"2021-01-24","AQU","7","Dirt","Funny Bones Flag"," 8 ","8","3-1","Christopher DeCarlo","Charlton Baker"
"2021-01-24","AQU","8","Dirt","Diamond Ore"," 1 ","1","8-1","Eric Cancel","Barbara Minshall"
"2021-01-24","AQU","8","Dirt","Coffee Bar"," 2 ","2","8-5","Kendrick Carmouche","Todd Pletcher"
"2021-01-24","AQU","8","Dirt","Wonderwall"," 3 ","3","5-1","Trevor McCarthy","Claudio Gonzalez"
"2021-01-24","AQU","8","Dirt","Traffic Lane"," 4 ","4","4-1","Jose Lezcano","Todd Pletcher"
"2021-01-24","AQU","8","Dirt","The Grass Is Blue"," 5 ","5","7-5","Manuel Franco","Chad Brown"
"2021-01-24","AQU","9","Dirt","Starship Empire","1  ","7","6-1","Trevor McCarthy","Robert Klesaris"
"2021-01-24","AQU","9","Dirt","Lorenzen","1A ","8","6-1","Katie Davis","Amira Chichakly"
"2021-01-24","AQU","9","Dirt","True Palace","2  ","1","12-1","Andre Worrie","Darmindra Dharamjit"
"2021-01-24","AQU","9","Dirt","Ringgood","3  ","2","3-1","Luis Cardenas","David Donk"
"2021-01-24","AQU","9","Dirt","Whichwaytomalibu","4  ","3","5-1","Benjamin Hernandez","John Kimmel"
"2021-01-24","AQU","9","Dirt","Reticent","5  ","4","5-2","Eric Cancel","Jeremiah Englehart"
"2021-01-24","AQU","9","Dirt","Sal My Pal","6  ","5","15-1","Manuel Franco","Rudy Rodriguez"
"2021-01-24","AQU","9","Dirt","Oliver Witha Twist","7  ","6","30-1","Jalon Samuel","Dylan Clarke"
"2021-01-24","AQU","9","Dirt","Whats in It for Me","8  ","9","10-1","Romero Maragh","Domenick Schettino"
"2021-01-24","AQU","9","Dirt","Z'finale","9  ","10","5-1","Nik Juarez","H. Bond"
"2021-01-24","EQC","1","Dirt","Madame Barbarian"," 1 ","1","8-5","Umberto Rispoli","Jeff Mullins"
"2021-01-24","EQC","1","Dirt","Billy K"," 2 ","2","8-1","Emily Ellingwood","Ryan Hanson"
"2021-01-24","EQC","1","Dirt","Dorita's Lemon"," 3 ","3","7-2","Tiago Pereira","William Spawr"
"2021-01-24","EQC","1","Dirt","Tiz Toffee"," 4 ","98","","SCRATCHED "," "
"2021-01-24","EQC","1","Dirt","Flying Business"," 5 ","4","4-1","Jessica Pyfer","Mark Glatt"
"2021-01-24","EQC","1","Dirt","Eternal Endeavour (GB)"," 6 ","5","9-5","Alexis Centeno","Leonard Powell"
"2021-01-24","EQC","2","All Weather Track","Colour Me Happy (GB)"," 1 ","1","3-1","Catalino Martinez","Blaine Wright"
"2021-01-24","EQC","2","All Weather Track","Fabriana"," 2 ","2","4-1","Kyle Frey","Isidro Tamayo"
"2021-01-24","EQC","2","All Weather Track","Shot of a Lifetime"," 3 ","3","9-2","William Antongeorgi III","Ellen Jackson"
"2021-01-24","EQC","2","All Weather Track","Toro de Toro"," 4 ","4","9-2","Irving Orozco","Isidro Tamayo"
"2021-01-24","EQC","2","All Weather Track","Nowhere Man"," 5 ","5","5-1","Francisco Monroy","Clifford DeLima"
"2021-01-24","EQC","2","All Weather Track","Fabozzi"," 6 ","6","5-2","Evin Roman","Kristin Mulhall"
"2021-01-24","EQC","3","Turf","Tenure"," 1 ","1","6-1","Jessica Pyfer","Robert Falcone, Jr."
"2021-01-24","EQC","3","Turf","Bad Beat"," 2 ","2","15-1","Abel Cedillo","Adam Kitchingman"
"2021-01-24","EQC","3","Turf","Let's Rejoyce"," 3 ","3","6-1","Ricardo Gonzalez","Jonathan Wong"
"2021-01-24","EQC","3","Turf","Caerulean"," 4 ","4","4-1","Mario Gutierrez","Ben Cecil"
"2021-01-24","EQC","3","Turf","Promise Nothing"," 5 ","5","12-1","Ruben Fuentes","Rafael Becerra"
"2021-01-24","EQC","3","Turf","Quick Finish"," 6 ","6","3-1","Juan Hernandez","Dan Blacker"
"2021-01-24","EQC","3","Turf","City Rage"," 7 ","7","7-2","Geovanni Franco","Mark Glatt"
"2021-01-24","EQC","3","Turf","Erotic"," 8 ","8","20-1","Tyler Baze","Mike Puype"
"2021-01-24","EQC","3","Turf","Coast of Roan"," 9 ","9","5-1","Umberto Rispoli","Doug O'Neill"
"2021-01-24","EQC","4","All Weather Track","Foothill"," 1 ","1","8-1","Irving Orozco","Sean McCarthy"
"2021-01-24","EQC","4","All Weather Track","Descartes"," 2 ","2","5-1","Catalino Martinez","Samuel Calvario"
"2021-01-24","EQC","4","All Weather Track","Claim of Passion"," 3 ","3","3-1","Kyle Frey","Andy Mathis"
"2021-01-24","EQC","4","All Weather Track","Shadrack"," 4 ","4","6-1","Armando Ayuso","Tim McCanna"
"2021-01-24","EQC","4","All Weather Track","Sacred Rider"," 5 ","5","6-1","Assael Espinoza","Steven Specht"
"2021-01-24","EQC","4","All Weather Track","On Raglan Road"," 6 ","6","4-1","Evin Roman","Isidro Tamayo"
"2021-01-24","EQC","4","All Weather Track","River Rose"," 7 ","7","15-1","Cristobal Herrera","Ellen Jackson"
"2021-01-24","EQC","4","All Weather Track","Ready Say Go"," 8 ","8","20-1","Kevin Orozco","Sherrie Monroe"
"2021-01-24","EQC","4","All Weather Track","Papapifas"," 9 ","9","6-1","William Antongeorgi III","Guillermo Preciado"
"2021-01-24","FG","1","Dirt","Bobbies Reason"," 1 ","1","2-1","Mitchell Murrill","Joseph Foster"
"2021-01-24","FG","1","Dirt","Iona Guitar"," 2 ","2","20-1","Isaiah Wiseman","Nathan Hatcher"
"2021-01-24","FG","1","Dirt","Flash Annie"," 3 ","3","20-1","Chester Bonnet","Thomas Bobb"
"2021-01-24","FG","1","Dirt","Breezin Bye You"," 4 ","4","5-1","Kody Kellenberger","Daryl Ramsey"
"2021-01-24","FG","1","Dirt","Betty Joy's Star"," 5 ","5","3-1","Oriel Chavez","C. Broussard"
"2021-01-24","FG","1","Dirt","Lauralee Cocodree"," 6 ","6","9-5","Jose Riquelme","Anthony Agilar"
"2021-01-24","FG","1","Dirt","Cajun Music"," 7 ","7","15-1","Carlos Marquez","Barney Core"
"2021-01-24","FG","2","Turf","Complex System"," 1 ","1","9-5","Adam Beschizza","Louie Roussel, III"
"2021-01-24","FG","2","Turf","Desoto's War"," 2 ","2","6-1","James Graham","Grant Forster"
"2021-01-24","FG","2","Turf","On the Muscle"," 3 ","3","4-1","Mitchell Murrill","Michael Stidham"
"2021-01-24","FG","2","Turf","Brew Crew"," 4 ","4","9-2","Marcelino Pedroza","Gregory Foley"
"2021-01-24","FG","2","Turf","Schmoozin"," 5 ","5","4-1","Shaun Bridgmohan","Neil Pessin"
"2021-01-24","FG","2","Turf","F J's Gem"," 6 ","6","20-1","Kody Kellenberger","Chad Maturin"
"2021-01-24","FG","2","Turf","Outerbanks"," 7 ","7","6-1","Jose Riquelme","Miguel Silva"
"2021-01-24","FG","3","Dirt","Dreammaster"," 1 ","1","2-1","Miguel Mena","W. Calhoun"
"2021-01-24","FG","3","Dirt","Hashtag Speed"," 2 ","2","6-1","Aubrie Green","Patrick Mouton"
"2021-01-24","FG","3","Dirt","Little Wise Guy"," 3 ","3","20-1","Kody Kellenberger","Alvin Romero"
"2021-01-24","FG","3","Dirt","Goforthewinecourse"," 4 ","4","5-2","Marcelino Pedroza","Sam David, Jr."
"2021-01-24","FG","3","Dirt","Son of Patriot"," 5 ","5","12-1","Colby Hernandez","Dwayne Jackson"
"2021-01-24","FG","3","Dirt","Jackfruit"," 6 ","6","5-2","Jose Riquelme","Gennadi Dorochenko"
"2021-01-24","FG","3","Dirt","Silent Cry"," 7 ","7","12-1","Declan Carroll","Danny Besancon"
"2021-01-24","FG","4","Turf","Little Kansas"," 1 ","1","15-1","Marcelino Pedroza","Bobby Barnett"
"2021-01-24","FG","4","Turf","About Our Time"," 2 ","2","3-1","Gabriel Saez","Karl Broberg"
"2021-01-24","FG","4","Turf","Corruze"," 3 ","3","5-2","Miguel Mena","Michael Maker"
"2021-01-24","FG","4","Turf","Keys to the Palace"," 4 ","4","20-1","Mitchell Murrill","Joe Duhon"
"2021-01-24","FG","4","Turf","Western Trouble"," 5 ","5","10-1","Santo Sanjur","Gary Scherer"
"2021-01-24","FG","4","Turf","The Gray Blur"," 6 ","6","10-1","Adam Beschizza","Christopher Davis"
"2021-01-24","FG","4","Turf","Hilton Magic"," 7 ","7","4-1","James Graham","Tanner Tracy"
"2021-01-24","FG","4","Turf","Sir Truebadour"," 8 ","8","12-1","Colby Hernandez","Steven Flint"
"2021-01-24","FG","4","Turf","Xy Speed"," 9 ","9","6-1","Brian Hernandez, Jr.","Steven Asmussen"
"2021-01-24","FG","5","Dirt","Seeking the Stars"," 1 ","1","6-1","Santo Sanjur","Howard Alonzo"
"2021-01-24","FG","5","Dirt","Abigail G"," 2 ","2","8-1","Chester Bonnet","Scott Gelner"
"2021-01-24","FG","5","Dirt","Shop Around"," 3 ","3","15-1","E. Murray","Delmar Caldwell"
"2021-01-24","FG","5","Dirt","Heart That Binds"," 4 ","4","5-2","Adam Beschizza","Keith Austin"
"2021-01-24","FG","5","Dirt","Slewalyze"," 5 ","5","9-2","Miguel Mena","Danny Pish"
"2021-01-24","FG","5","Dirt","Who Dat Grey"," 6 ","6","20-1","Oriel Chavez","Jessie Peterson"
"2021-01-24","FG","5","Dirt","Maybe Baby"," 7 ","7","12-1","Jose Riquelme","Kenneth Hargrave"
