"Date","TrackID","RaceNumber","surfaceDescription","HorseName","ProgramNumber","PostPos","MLodds","JockeyFullName","trainerFullName"
"2021-01-02","AQU","1","Dirt","Camouflaged Kisser"," 1 ","1","30-1","Charlie Marquez","Keith O'Brien"
"2021-01-02","AQU","1","Dirt","Scorpion Dynasty"," 2 ","2","9-2","Romero Maragh","Dylan Clarke"
"2021-01-02","AQU","1","Dirt","Ouch Ouch Ouch"," 3 ","3","20-1","Dylan Davis","Wayne Potts"
"2021-01-02","AQU","1","Dirt","Knockout Punch"," 4 ","4","8-1","Eric Cancel","Bob Dunham"
"2021-01-02","AQU","1","Dirt","Kith"," 5 ","5","8-1","Luis Cardenas","Robert Ribaudo"
"2021-01-02","AQU","1","Dirt","Democratic Values"," 6 ","6","6-5","Jose Lezcano","Jorge Abreu"
"2021-01-02","AQU","1","Dirt","Joycee Haz Pizzaz"," 7 ","7","2-1","Trevor McCarthy","Robert Klesaris"
"2021-01-02","AQU","2","Dirt","Tuff Bird"," 1 ","1","5-1","Nik Juarez","Bruce Levine"
"2021-01-02","AQU","2","Dirt","Wings of Fire"," 2 ","2","8-1","Luis Cardenas","Jeremiah Englehart"
"2021-01-02","AQU","2","Dirt","Elite Speed"," 3 ","3","8-1","Angel Rodriguez","Wayne Potts"
"2021-01-02","AQU","2","Dirt","Left Leaning Lucy"," 4 ","4","3-1","Jorge Vargas, Jr.","David Donk"
"2021-01-02","AQU","2","Dirt","Mani Pedi"," 5 ","5","20-1","Benjamin Hernandez","Randi Persaud"
"2021-01-02","AQU","2","Dirt","Mebs Web"," 6 ","6","12-1","Romero Maragh","A. Avila"
"2021-01-02","AQU","2","Dirt","Princess in Charge"," 7 ","7","7-2","Jose Lezcano","Linda Rice"
"2021-01-02","AQU","2","Dirt","Heartstrings"," 8 ","8","20-1","Luis Reyes","Gregg Matties"
"2021-01-02","AQU","2","Dirt","Charlotte Webley"," 9 ","9","9-2","Andre Worrie","Michael Simmonds"
"2021-01-02","AQU","2","Dirt","Gagliano","10 ","10","15-1","Pablo Morales","Oscar Barrera, III"
"2021-01-02","AQU","3","Dirt","Took Charge"," 1 ","1","7-2","Trevor McCarthy","Chris Englehart"
"2021-01-02","AQU","3","Dirt","Morning Breez"," 2 ","2","8-1","Kendrick Carmouche","Robert Klesaris"
"2021-01-02","AQU","3","Dirt","The Sicarii"," 3 ","3","15-1","Benjamin Hernandez","Edward DeLauro"
"2021-01-02","AQU","3","Dirt","Rejected Again"," 4 ","4","4-1","Manuel Franco","Michael Maker"
"2021-01-02","AQU","3","Dirt","Instinctive Rhythm"," 5 ","5","9-5","Jose Lezcano","George Weaver"
"2021-01-02","AQU","3","Dirt","Money Ride"," 6 ","6","2-1","Eric Cancel","Michael Miceli"
"2021-01-02","AQU","4","Dirt","Theitalianamerican","1  ","3","6-1","Katie Davis","Amira Chichakly"
"2021-01-02","AQU","4","Dirt","Starship Empire","1A ","6","6-1","Trevor McCarthy","Robert Klesaris"
"2021-01-02","AQU","4","Dirt","Ratchet","2  ","1","6-1","Kendrick Carmouche","David Duggan"
"2021-01-02","AQU","4","Dirt","Mariner Qui","3  ","2","30-1","Andre Worrie","Charlton Baker"
"2021-01-02","AQU","4","Dirt","Lorenzen"," 4 ","4","20-1","Michael Luzzi","Amira Chichakly"
"2021-01-02","AQU","4","Dirt","Second Fortune"," 5 ","5","50-1","Joey Martinez","Bob Dunham"
"2021-01-02","AQU","4","Dirt","Z'finale","6  ","7","2-1","Nik Juarez","H. Bond"
"2021-01-02","AQU","4","Dirt","Ringgood","7  ","8","8-5","Luis Cardenas","David Donk"
"2021-01-02","AQU","4","Dirt","Whats in It for Me","8  ","9","50-1","Romero Maragh","Domenick Schettino"
"2021-01-02","AQU","4","Dirt","Judge Alexander","9  ","10","5-1","Manuel Franco","Jorge Abreu"
"2021-01-02","AQU","5","Dirt","Blugrascat's Smile","1  ","6","9-2","Trevor McCarthy","John Toscano, Jr."
"2021-01-02","AQU","5","Dirt","Outrageous Bet","1A ","8","9-2","Katie Davis","Amira Chichakly"
"2021-01-02","AQU","5","Dirt","Hardcore Folklore","2  ","1","4-1","Eric Cancel","Wayne Potts"
"2021-01-02","AQU","5","Dirt","Gaultier (FR)","3  ","2","50-1","Joey Martinez","Eddie Persaud"
"2021-01-02","AQU","5","Dirt","Ekhtibaar","4  ","3","6-1","Nik Juarez","Bruce Levine"
"2021-01-02","AQU","5","Dirt","Lucky Ramsey","5  ","4","3-1","Dylan Davis","Claudio Gonzalez"
"2021-01-02","AQU","5","Dirt","Hawaiian Noises","6  ","5","30-1","Luis Cardenas","Edward DeLauro"
"2021-01-02","AQU","5","Dirt","Scarf It Down"," 7 ","7","6-1","Charlie Marquez","Orlando Noda"
"2021-01-02","AQU","5","Dirt","Professor Snape","8  ","9","50-1","Heman Harkie","Peter Tournas"
"2021-01-02","AQU","5","Dirt","Creative Style","9  ","10","5-2","Kendrick Carmouche","Danny Gargan"
"2021-01-02","AQU","6","Dirt","Jill's a Hot Mess"," 1 ","1","5-2","Luis Reyes","John Kimmel"
"2021-01-02","AQU","6","Dirt","No Payne"," 2 ","2","5-1","Pablo Morales","Raymond Handal"
"2021-01-02","AQU","6","Dirt","Empires First Lady"," 3 ","3","20-1","Christopher DeCarlo","Russell Cash"
"2021-01-02","AQU","6","Dirt","Gracefully Wild"," 4 ","4","10-1","Manuel Franco","Edward Barker"
"2021-01-02","AQU","6","Dirt","Nebo"," 5 ","5","6-1","Charlie Marquez","Leah Gyarmati"
