"Track","RaceNumber","HorsesRunning"
"AP","5","9"
"AP","6","10"
"AP","8","11"
"BEL","4","11"
"BEL","5","9"
"BEL","6","10"
"BEL","8","12"
"BEL","9","16"
"BTP","3","9"
"BTP","6","11"
"BTP","8","10"
"CD","1","9"
"CD","3","9"
"CD","4","11"
"CD","9","10"
"CT","3","9"
"CT","7","9"
"CT","8","9"
"EQC","3","10"
"EQC","4","10"
"EVD","5","10"
"EVD","6","12"
"EVD","7","9"
"EVD","9","13"
"FMT","10","10"
"GG","3","10"
"GG","5","11"
"GG","9","10"
"GP","6","9"
"GP","9","10"
"HOU","1","9"
"HOU","3","10"
"HOU","4","10"
"HOU","5","10"
"HOU","6","10"
"HOU","7","10"
"HOU","8","10"
"HOU","9","10"
"HOU","10","10"
"HOU","11","10"
"HOU","12","10"
"LS","4","9"
"LS","5","9"
"LS","6","10"
"LS","7","11"
"LS","8","11"
"LS","9","11"
"MTH","2","9"
"PEN","1","9"
"PEN","2","10"
"PEN","3","10"
"PEN","4","9"
"PIM","2","11"
"PIM","4","9"
"PIM","5","9"
"PIM","6","14"
"PIM","8","16"
"PRM","5","9"
"PRM","6","9"
"PRM","7","9"
"PRM","8","10"
"RUI","1","10"
"RUI","2","9"
"RUI","3","10"
"RUI","5","10"
"RUI","10","9"
"SA","6","9"
"SA","8","10"
