"Date","TrackID","RaceNumber","surfaceDescription","HorseName","ProgramNumber","PostPos","MLodds","JockeyFullName","trainerFullName"
"2021-03-23","DED","1","Dirt","Sassy's Prospector"," 1 ","1","15-1","Bethany Taylor","Thomas Sam"
"2021-03-23","DED","1","Dirt","D'festive Cat"," 2 ","2","6-1","Jose Guerrero","Warren Bourque"
"2021-03-23","DED","1","Dirt","Wayne's Hope"," 3 ","3","8-1","Alexander Castillo","Juan Larrosa"
"2021-03-23","DED","1","Dirt","Daves Friend Dewey"," 4 ","4","5-1","Kevin Smith","Christopher Blanchet"
"2021-03-23","DED","1","Dirt","Boston Slick"," 5 ","5","15-1","Ashley Broussard","Ricky Courville"
"2021-03-23","DED","1","Dirt","Mean Cruiser"," 6 ","6","4-1","Jarred Journet","Kearney Segura"
"2021-03-23","DED","1","Dirt","Unbridled Baby"," 7 ","7","12-1","Joe Stokes","Samuel Breaux"
"2021-03-23","DED","1","Dirt","Picture Paynter"," 8 ","8","20-1","Gerard Melancon","Steven Flint"
"2021-03-23","DED","1","Dirt","Lit a Shuck"," 9 ","9","2-1","Jansen Melancon","Rowdy Morris"
"2021-03-23","DED","1","Dirt","Midnight Nightmare","10 ","10","12-1","Antonio Quiles","Cortland Harrison"
"2021-03-23","DED","1","Dirt","Friendofthecourt","11 ","11","3-1","Timothy Thornton","Andrea Ali"
"2021-03-23","DED","1","Dirt","I'm Always Late","12 ","12","6-1","Diego Saenz","Chasey Pomier"
"2021-03-23","DED","2","Dirt","Flat Out Flirty"," 1 ","1","5-1","Jose Guerrero","Ronnie Ward"
"2021-03-23","DED","2","Dirt","Jet Sweep"," 2 ","2","6-1","Kevin Smith","Victor Arceneaux"
"2021-03-23","DED","2","Dirt","Da Due Run Run"," 3 ","3","6-1","Alex Birzer","Randy Pedigo"
"2021-03-23","DED","2","Dirt","This Is My Prayer"," 4 ","4","8-1","Ashley Broussard","Lee Thomas"
"2021-03-23","DED","2","Dirt","Hoyam"," 5 ","5","3-1","Diego Saenz","Steven Asmussen"
"2021-03-23","DED","2","Dirt","Champagne Affair"," 6 ","6","7-5","Timothy Thornton","Juan Larrosa"
"2021-03-23","DED","3","Dirt","Paisley Cross"," 1 ","1","3-1","Thomas Pompell","Brett Brinkman"
"2021-03-23","DED","3","Dirt","Sho Nuff"," 2 ","2","7-5","Kevin Smith","Donald Cormier, Jr."
"2021-03-23","DED","3","Dirt","Alhambra Palace"," 3 ","3","10-1","Alex Birzer","Greg Tracy"
"2021-03-23","DED","3","Dirt","Track Smart"," 4 ","4","5-1","Emanuel Nieves","Terry Vance"
"2021-03-23","DED","3","Dirt","Girl in Black"," 5 ","5","9-2","Timothy Thornton","Andrea Ali"
"2021-03-23","DED","3","Dirt","Sophie's Prayer"," 6 ","6","8-1","Jarred Journet","Shelton Zenon, Sr."
"2021-03-23","DED","3","Dirt","Mean American"," 7 ","7","15-1","Jansen Melancon","Curley Fontenot"
"2021-03-23","DED","4","Dirt","Silent Trick"," 1 ","1","9-5","Jose Guerrero","Isai Gonzalez"
"2021-03-23","DED","4","Dirt","Sundereya"," 2 ","2","6-1","Thomas Pompell","Ronda Hutchinson"
"2021-03-23","DED","4","Dirt","Runfastandloud"," 3 ","3","4-1","Diego Saenz","Isai Gonzalez"
"2021-03-23","DED","4","Dirt","War Bandit"," 4 ","4","20-1","Jansen Melancon","Gary Husak"
"2021-03-23","DED","4","Dirt","Island Blue"," 5 ","5","12-1","Jarred Journet","Kearney Segura"
"2021-03-23","DED","4","Dirt","Love and Lemons"," 6 ","6","3-1","Emanuel Nieves","Joseph Smith"
"2021-03-23","DED","4","Dirt","Quick Rae Rae"," 7 ","7","15-1","Alexander Castillo","Donald Melancon"
"2021-03-23","DED","4","Dirt","Data Girl"," 8 ","8","20-1","Odilon Martinez","Jacoby Landry"
"2021-03-23","DED","4","Dirt","Todayisnottheday"," 9 ","9","10-1","Joe Stokes","Kenneth Weeks"
"2021-03-23","DED","5","Dirt","Muffin Nuts"," 1 ","1","8-1","Ashley Broussard","Alan Klanfer"
"2021-03-23","DED","5","Dirt","Calculate"," 2 ","2","8-1","Thomas Pompell","Dale White, Sr."
"2021-03-23","DED","5","Dirt","High Ridge"," 3 ","3","10-1","Gerardo Mora","Joseph Smith"
"2021-03-23","DED","5","Dirt","Heza Priority"," 4 ","4","9-2","Eguard Tejera","Ricky Courville"
"2021-03-23","DED","5","Dirt","Liken It"," 5 ","5","3-1","Odilon Martinez","Ronnie Ward"
"2021-03-23","DED","5","Dirt","Turn On the Magic"," 6 ","6","6-1","Alex Birzer","Joel Berndt"
"2021-03-23","DED","5","Dirt","Frank the Mayor"," 7 ","7","9-5","Timothy Thornton","Joel Berndt"
"2021-03-23","DED","6","Dirt","Andiamo Giacomo"," 1 ","1","7-2","Thomas Pompell","Brett Brinkman"
"2021-03-23","DED","6","Dirt","Hostile Afleet"," 2 ","2","15-1","Jansen Melancon","Vann Haywood"
"2021-03-23","DED","6","Dirt","Friday's Best"," 3 ","3","9-2","Jorge Guzman","Henry Johnson, Jr."
"2021-03-23","DED","6","Dirt","Kinlee's Song"," 4 ","4","8-1","Rohan Singh","Joseph Kanhai"
"2021-03-23","DED","6","Dirt","Coast Guardsman"," 5 ","5","8-1","Gerard Melancon","Isai Gonzalez"
"2021-03-23","DED","6","Dirt","Thirsty Kat"," 6 ","6","12-1","Gerardo Mora","Ronnie Ward"
"2021-03-23","DED","6","Dirt","Black Sword"," 7 ","7","6-1","Joe Stokes","Ronnie Averett"
