"Date","TrackID","Raceclass","RaceNumber","HorseName","MorningLine","ProgramNumber","PostPos","Medication","SireName"
"2021-07-08","AP","MAIDEN SPECIAL WEIGHT ","6","Russian Tank","12-1"," 3 ","3","FTL","Tourist"
"2021-07-08","AP","MAIDEN SPECIAL WEIGHT ","6","Magician Stone","8-1"," 4 ","4","FTL","Street Boss"
"2021-07-08","AP","MAIDEN SPECIAL WEIGHT ","6","Mr Creed","4-1"," 8 ","8","FTL","Jimmy Creed"
"2021-07-08","AP","MAIDEN SPECIAL WEIGHT ","8","Coni's Coup","10-1"," 2 ","2","FTL","Revolutionary"
"2021-07-08","BTP","MAIDEN CLAIMING($15,000) ","3","Howie's Angel","7-5"," 2 ","2","FTL","Old Fashioned"
"2021-07-08","BTP","MAIDEN SPECIAL WEIGHT ","7","Enchanted Island","8-1"," 3 ","3","FTL","Distorted Humor"
"2021-07-08","BTP","MAIDEN SPECIAL WEIGHT ","7","I Never Say No (IRE)","8-1"," 5 ","5","FTL","No Nay Never"
"2021-07-08","CBY","MAIDEN CLAIMING($25,000) ","9","Hillbilly Charm","5-1"," 6 ","6","FTL","Ford Every Stream"
"2021-07-08","CT","MAIDEN SPECIAL WEIGHT ","5","Mio Graceland","12-1","10 ","10","FTL","Mio d'Oro"
"2021-07-08","CT","MAIDEN SPECIAL WEIGHT ","5","Warrior's Estate","8-1","13 ","13","FTL","Real Estate"
"2021-07-08","DEL","MAIDEN CLAIMING($20,000) ","4","Stormy Bella","10-1","2  ","1","FTL","Storm Wolf"
"2021-07-08","DEL","MAIDEN CLAIMING($20,000) ","4","Bon Fire Diva","6-1","3  ","2","FTL","Friesan Fire"
"2021-07-08","DEL","MAIDEN CLAIMING($5,000) ","8","Won the Byng","8-1"," 2 ","2","FTL","Frost Giant"
"2021-07-08","HOU","ALLOWANCE ","1","CONSIDER THESS","2-1","3  ","2","FTL","Dahess (Gb)"
"2021-07-08","HOU","MAIDEN CLAIMING($5,000) ","2","Paint My Stockings","10-1"," 1 ","1","FTL","Paint Me Perry"
"2021-07-08","HOU","MAIDEN CLAIMING($5,000) ","2","Warr Wagon","10-1"," 2 ","2","FTL","Paint Me Perry"
"2021-07-08","HOU","MAIDEN CLAIMING($5,000) ","2","Dashin Dream","10-1"," 5 ","5","FTL","Dashin Kas"
"2021-07-08","HOU","MAIDEN ","3","Prized Dimon","15-1"," 5 ","5","FTL","Prized Wagon"
"2021-07-08","HOU","MAIDEN ","3","Cc Going Grand","15-1"," 9 ","9","FTL","Corona Cartel"
"2021-07-08","HOU","TRIALS ","7","Cartel Ought to Go","20-1"," 2 ","2","FTL","Five Bar Cartel"
"2021-07-08","HOU","MAIDEN ","10","Untresable Lass","20-1"," 5 ","5","FTL","Tres Seis"
"2021-07-08","HOU","MAIDEN ","10","Country Boy Azoom","20-1","10 ","10","FTL","Cazi Azoom"
"2021-07-08","IND","MAIDEN SPECIAL WEIGHT ","2","Laguna Beach","8-1"," 1 ","1","FTL","Super Saver"
"2021-07-08","IND","MAIDEN SPECIAL WEIGHT ","2","Motion to Adjourn","6-1"," 2 ","2","FTL","Commissioner"
"2021-07-08","IND","MAIDEN SPECIAL WEIGHT ","2","Killer Hotrod","9-2"," 3 ","3","FTL","General a Rod"
"2021-07-08","IND","MAIDEN SPECIAL WEIGHT ","2","Runaway Image","12-1"," 5 ","5","FTL","Ready's Image"
"2021-07-08","IND","MAIDEN SPECIAL WEIGHT ","2","On the Raydar","6-5"," 7 ","7","FTL","Exaggerator"
"2021-07-08","IND","MAIDEN SPECIAL WEIGHT ","3","Fahan","8-5"," 7 ","7","FTL","Honor Code"
"2021-07-08","IND","ALLOWANCE ","4","Remember Me First","12-1"," 5 ","5","FTL","Deputy Storm"
"2021-07-08","IND","MAIDEN SPECIAL WEIGHT ","7","Liz C","20-1"," 4 ","4","FTL","Air Force Blue"
"2021-07-08","IND","MAIDEN SPECIAL WEIGHT ","7","Cashable","4-1"," 7 ","7","FTL","Will Take Charge"
"2021-07-08","IND","MAIDEN SPECIAL WEIGHT ","7","Miss Americana","6-1"," 8 ","8","FTL","American Pharoah"
"2021-07-08","IND","MAIDEN SPECIAL WEIGHT ","8","Quest for Gold","20-1"," 1 ","1","FTL","Nyquist"
"2021-07-08","IND","MAIDEN SPECIAL WEIGHT ","8","Golden Sights","6-1"," 4 ","4","FTL","Goldencents"
"2021-07-08","IND","MAIDEN SPECIAL WEIGHT ","8","Emily Smiles","15-1"," 6 ","6","FTL","Palace Malice"
"2021-07-08","IND","MAIDEN SPECIAL WEIGHT ","8","Gratz Park","8-1"," 8 ","8","FTL","Upstart"
"2021-07-08","IND","MAIDEN SPECIAL WEIGHT ","8","Mariah's Fortune","2-1","10 ","10","FTL","Classic Empire"
"2021-07-08","LS","MAIDEN SPECIAL WEIGHT ","3","Horse Daddy","9-2"," 1 ","1","FTL","Keen Ice"
"2021-07-08","LS","MAIDEN SPECIAL WEIGHT ","3","Chrome King","5-1"," 4 ","4","FTL","Munnings"
"2021-07-08","LS","MAIDEN SPECIAL WEIGHT ","3","Dare to Be Wild","8-1"," 6 ","6","FTL","Daredevil"
"2021-07-08","LS","MAIDEN SPECIAL WEIGHT ","3","Malibu Thunder","10-1"," 7 ","7","FTL","Mshawish"
"2021-07-08","LS","MAIDEN CLAIMING($25,000) ","9","Considerit Doneron","6-1"," 2 ","2","FTL","Too Much Bling"
"2021-07-08","LS","MAIDEN CLAIMING($25,000) ","9","Reckless Red","10-1"," 3 ","3","FTL","Read the Footnotes"
"2021-07-08","LS","MAIDEN CLAIMING($25,000) ","9","Birch","20-1"," 4 ","4","FTL","Commissioner"
"2021-07-08","LS","MAIDEN CLAIMING($25,000) ","9","Shanghai Silver","3-1"," 6 ","6","FTL","Shanghai Bobby"
"2021-07-08","LS","MAIDEN CLAIMING($25,000) ","9","Koofi","20-1"," 8 ","8","FTL","Mr. Besilu"
"2021-07-08","LS","MAIDEN SPECIAL WEIGHT ","10","Eurorockstar","6-1"," 2 ","2","FTL","Euroears"
"2021-07-08","LS","MAIDEN SPECIAL WEIGHT ","10","Ooby Dooby","30-1"," 6 ","6","FTL","Congaree"
"2021-07-08","LS","MAIDEN SPECIAL WEIGHT ","10","Twelve Pack","50-1","10 ","10","FTL","Behindatthebar"
"2021-07-08","LS","MAIDEN SPECIAL WEIGHT ","10","The Hunk Next Door","5-1","11 ","11","FTL","The Hunk"
"2021-07-08","LS","MAIDEN SPECIAL WEIGHT ","11","Race Day Mae","20-1"," 4 ","4","FTL","Race Day"
"2021-07-08","TDN","ALLOWANCE ","5","Bourbon Social","9-2"," 6 ","6","FTL","Overanalyze"
