"Date","TrackID","RaceNumber","surfaceDescription","HorseName","ProgramNumber","PostPos","MLodds","JockeyFullName","trainerFullName"
"2021-06-04","AP","1","All Weather Track","Long Station"," 1 ","1","5-1","Constantino Roman","Hugo Rodriguez"
"2021-06-04","AP","1","All Weather Track","Cadet Captain"," 2 ","2","9-2","Isaiah Wiseman","Jon Cowan"
"2021-06-04","AP","1","All Weather Track","Fort Ridge"," 3 ","3","6-1","Eduardo Gallardo","Ingrid Mason"
"2021-06-04","AP","1","All Weather Track","Storminside"," 4 ","4","5-2","Samuel Camacho, Jr.","Ingrid Mason"
"2021-06-04","AP","1","All Weather Track","Charlie Irish"," 5 ","5","20-1","Albert Lopez","Manny Perez"
"2021-06-04","AP","1","All Weather Track","One Way Home"," 6 ","6","3-1","Julio Felix","Lori Plasters"
"2021-06-04","AP","1","All Weather Track","Citali"," 7 ","7","8-1","Christopher Emigh","Eduardo Rodriguez"
"2021-06-04","AP","1","All Weather Track","Galahad Kid"," 8 ","8","12-1","Edgar Perez","Steve Manley"
"2021-06-04","AP","2","All Weather Track","Lady Atlantic"," 1 ","1","5-2","Charles Roberts","Chris Ryan"
"2021-06-04","AP","2","All Weather Track","Rank and File"," 2 ","2","2-1","Jose Lopez","Chris Block"
"2021-06-04","AP","2","All Weather Track","Godsgift"," 3 ","3","30-1","Javier Tavares","Joel Zawitz"
"2021-06-04","AP","2","All Weather Track","Ballybrack Lass"," 4 ","4","6-1","Constantino Roman","Hugh Robertson"
"2021-06-04","AP","2","All Weather Track","Out Ona Limb"," 5 ","5","6-1","Jareth Loveberry","Brian Brooks"
"2021-06-04","AP","2","All Weather Track","Arbitrary"," 6 ","6","7-2","Declan Carroll","Michael Stidham"
"2021-06-04","AP","2","All Weather Track","Emily Bug"," 7 ","7","20-1","Isaiah Wiseman","Gary Delong"
"2021-06-04","AP","2","All Weather Track","New Rules"," 8 ","8","15-1","Samuel Camacho, Jr.","Patti Miller"
"2021-06-04","AP","3","Turf","Arba"," 1 ","1","12-1","Javier Tavares","Sherri Balo - Williams"
"2021-06-04","AP","3","Turf","Trappe Valley"," 2 ","2","4-1","Christopher Emigh","Brittany Vanden Berg"
"2021-06-04","AP","3","Turf","Merlin's Song"," 3 ","3","4-1","Declan Carroll","Christopher Davis"
"2021-06-04","AP","3","Turf","Stormin El Prado"," 4 ","4","20-1","Isaiah Wiseman","Monte Beasley"
"2021-06-04","AP","3","Turf","Olson"," 5 ","5","15-1","Alex Achard","John Haran"
"2021-06-04","AP","3","Turf","Royal Commish"," 6 ","6","8-1","Julio Felix","Paula McCanick"
"2021-06-04","AP","3","Turf","Midnight Blue Note"," 7 ","7","7-2","Edgar Perez","Anthony Granitz"
"2021-06-04","AP","3","Turf","Star of Kodiak"," 8 ","8","2-1","Jose Lopez","Christopher Davis"
"2021-06-04","AP","4","Turf","Zarmae"," 1 ","1","7-2","Julio Felix","John Wainwright"
"2021-06-04","AP","4","Turf","King Zion"," 2 ","2","8-1","Eduardo Gallardo","Manny Perez"
"2021-06-04","AP","4","Turf","Kit Kowaleski"," 3 ","3","6-1","Samuel Camacho, Jr.","Thomas Swearingen"
"2021-06-04","AP","4","Turf","Speak English"," 4 ","4","2-1","Alex Achard","Karyn Wittek"
"2021-06-04","AP","4","Turf","Draft Capital"," 5 ","5","5-2","Declan Carroll","Doug Matthews"
"2021-06-04","AP","4","Turf","Hatchet Creek"," 6 ","6","8-1","Diego Sanchez","Dino DiZeo"
"2021-06-04","AP","4","Turf","A Hint of Gray"," 7 ","7","15-1","Olaf Hernandez","Fernando Bahena"
"2021-06-04","AP","5","All Weather Track","Navy Seal"," 1 ","1","8-1","Jareth Loveberry","Nancy Knott"
"2021-06-04","AP","5","All Weather Track","Fly Nightly"," 2 ","2","5-2","Christopher Emigh","Brittany Vanden Berg"
"2021-06-04","AP","5","All Weather Track","Givin Up None"," 3 ","3","20-1","Julio Felix","Hugo Rodriguez"
"2021-06-04","AP","5","All Weather Track","Mr. Universe"," 4 ","4","8-1","Shannon Uske","Gennadi Dorochenko"
"2021-06-04","AP","5","All Weather Track","Silver Quarters"," 5 ","5","2-1","Edgar Perez","Steve Manley"
"2021-06-04","AP","5","All Weather Track","Jeff the Lion"," 6 ","6","10-1","Constantino Roman","Michele Boyce"
"2021-06-04","AP","5","All Weather Track","Raggedy Doll Peach"," 7 ","7","6-1","Declan Carroll","James DiVito"
"2021-06-04","AP","5","All Weather Track","Beealea"," 8 ","8","12-1","Jose Lopez","Michele Boyce"
"2021-06-04","AP","5","All Weather Track","Flashy Richie"," 9 ","9","12-1","Carlos Ulloa","Hugo Rodriguez"
"2021-06-04","AP","6","All Weather Track","Krewe Chief"," 1 ","1","5-2","Jareth Loveberry","Larry Rivelli"
"2021-06-04","AP","6","All Weather Track","Rayo de Luz"," 2 ","2","6-1","Edgar Perez","Armando Hernandez"
"2021-06-04","AP","6","All Weather Track","Inclusive"," 3 ","3","8-1","Diego Sanchez","Brian Brooks"
"2021-06-04","AP","6","All Weather Track","Perfectly Majestic"," 4 ","4","5-1","E. Baird","Brian Brooks"
"2021-06-04","AP","6","All Weather Track","Tap the Mojo"," 5 ","5","3-1","Christopher Emigh","Brittany Vanden Berg"
"2021-06-04","AP","6","All Weather Track","Memory Bank"," 6 ","6","9-2","Jose Lopez","Steve Manley"
"2021-06-04","AP","6","All Weather Track","River Cactus"," 7 ","7","15-1","Julio Felix","Steve Manley"
"2021-06-04","AP","6","All Weather Track","Preacher Power"," 8 ","8","15-1","Declan Carroll","Denyse McClachrie"
"2021-06-04","AP","7","Turf","Money Well Spent"," 1 ","1","15-1","Christopher Emigh","Marianne Scherer"
"2021-06-04","AP","7","Turf","Mary of Bethany"," 2 ","2","15-1","Declan Carroll","Christopher Davis"
"2021-06-04","AP","7","Turf","Daddy's Boo"," 3 ","3","8-5","Jareth Loveberry","Larry Rivelli"
"2021-06-04","AP","7","Turf","Sensible Myth"," 4 ","4","6-1","Isaiah Wiseman","Alnaz Ali"
"2021-06-04","AP","7","Turf","Fate Factor"," 5 ","5","5-2","Jose Lopez","Chris Block"
"2021-06-04","AP","7","Turf","White Lies"," 6 ","6","10-1","Samuel Camacho, Jr.","Patti Miller"
"2021-06-04","AP","7","Turf","Slime Queen"," 7 ","7","6-1","Julio Felix","Hugh Robertson"
"2021-06-04","AP","7","Turf","Launch Away"," 8 ","8","8-1","E. Baird","Manny Perez"
