"Date","TrackID","Raceclass","RaceNumber","HorseName","MorningLine","ProgramNumber","PostPos","Medication","SireName"
"2021-05-13","BEL","MAIDEN CLAIMING($40,000) ","4","Souper Splendor","8-1"," 5 ","5","FTL","First Samurai"
"2021-05-13","BEL","ALLOWANCE OPTIONAL CLAIMING($45,000) ","8","Step Dancer","4-1"," 8 ","8","FTL","War Dancer"
"2021-05-13","BEL","MAIDEN SPECIAL WEIGHT ","9","Marc's Humor","15-1"," 7 ","7","FTL","Micromanage"
"2021-05-13","BTP","MAIDEN SPECIAL WEIGHT ","8","Payton Pretty","8-1"," 1 ","1","FTL","Fort Larned"
"2021-05-13","BTP","MAIDEN SPECIAL WEIGHT ","8","Justine Lynn","12-1"," 2 ","2","FTL","Justin Phillip"
"2021-05-13","BTP","MAIDEN SPECIAL WEIGHT ","8","Nancy's Leslie","12-1"," 5 ","5","FTL","Conveyance"
"2021-05-13","BTP","MAIDEN SPECIAL WEIGHT ","8","Attitude","9-2"," 6 ","6","FTL","Daredevil"
"2021-05-13","EVD","MAIDEN CLAIMING($5,000) ","2","Cowboy Brad","4-1"," 1 ","1","FTL","Bashaar"
"2021-05-13","EVD","MAIDEN CLAIMING($5,000) ","2","Ted Striker","7-5"," 3 ","3","FTL","Tenpins"
"2021-05-13","EVD","MAIDEN CLAIMING($5,000) ","8","Fonzie Scheme","12-1"," 6 ","6","FTL","Midshipman"
"2021-05-13","GG","MAIDEN CLAIMING($12,500) ","1","Aquinas","8-1"," 3 ","3","FTL","Tonalist"
"2021-05-13","GG","MAIDEN CLAIMING($5,000) ","4","Sarge Knows Best","30-1"," 2 ","2","FTL","Daddy Nose Best"
"2021-05-13","GG","MAIDEN CLAIMING($5,000) ","4","New Every Morning","3-1"," 9 ","9","FTL","Ministers Wild Cat"
"2021-05-13","HOU","CLAIMING($10,000) ","1","Coronado de Boss","6-1"," 3 ","3","FTL","Coronado Cartel"
"2021-05-13","HOU","MAIDEN CLAIMING($20,000) ","3","Go Rhonda Go","8-1"," 2 ","2","FTL","Zoomin for Bux"
"2021-05-13","HOU","MAIDEN CLAIMING($20,000) ","3","Fast Candy","12-1"," 4 ","4","FTL","Cartels Candy Man"
"2021-05-13","HOU","MAIDEN CLAIMING($20,000) ","3","Royal Thunder","10-1"," 6 ","6","FTL","Special Royal Corona"
"2021-05-13","HOU","MAIDEN CLAIMING($20,000) ","3","Sir Runaway Perry","6-1","10 ","10","FTL","Sir Runaway Dash"
"2021-05-13","HOU","MAIDEN CLAIMING($10,000) ","5","Awready Gone","15-1"," 2 ","2","FTL","Coronas Leaving You"
"2021-05-13","HOU","STARTER OPTIONAL CLAIMING($5,000) ","7","Queen Love Lady","20-1","10 ","10","FTL","Brisket N Bourbon"
"2021-05-13","HOU","MAIDEN CLAIMING($5,000) ","8","Kaylie","10-1"," 1 ","1","FTL","Freakier"
"2021-05-13","HOU","MAIDEN CLAIMING($5,000) ","8","Maddix","12-1"," 3 ","3","FTL","Coronado Cartel"
"2021-05-13","HOU","MAIDEN CLAIMING($5,000) ","8","Never Been Shy","7-2"," 6 ","6","FTL","Coronado Cartel"
"2021-05-13","HOU","MAIDEN CLAIMING($5,000) ","8","Dashin Royally","5-2"," 7 ","7","FTL","Royal Quick Dash"
"2021-05-13","HOU","MAIDEN CLAIMING($5,000) ","8","Jess Lil Joe","9-2"," 8 ","8","FTL","Ja Jess Perfect"
"2021-05-13","HOU","MAIDEN ","9","Lilly Bug","15-1"," 1 ","1","FTL","Dealagame"
"2021-05-13","HOU","MAIDEN ","9","Im So Relentless","10-1"," 3 ","3","FTL","Hes Relentless"
"2021-05-13","HOU","MAIDEN ","9","Dashin Ms Kate","20-1"," 5 ","5","FTL","Dash Master Jess"
"2021-05-13","HOU","MAIDEN ","9","Amateur Night","9-2"," 6 ","6","FTL","Kiss My Hocks"
"2021-05-13","HOU","MAIDEN ","9","Poolie","20-1"," 7 ","7","FTL","Pool"
"2021-05-13","HOU","MAIDEN ","9","You Look Famous","6-1"," 8 ","8","FTL","One Famous Eagle"
"2021-05-13","HOU","MAIDEN ","9","Love Gigi","8-1","10 ","10","FTL","Open Me a Corona"
"2021-05-13","HOU","MAIDEN ","10","Capeesh","5-2"," 4 ","4","FTL","Capo de Capi"
"2021-05-13","HOU","MAIDEN ","10","Velvets Gold Digger","10-1"," 7 ","7","FTL","First Smart Money"
"2021-05-13","IND","MAIDEN SPECIAL WEIGHT ","3","Musta Been Ann E","30-1"," 4 ","4","FTL","Mustanfar"
"2021-05-13","IND","MAIDEN SPECIAL WEIGHT ","3","Cruso","5-1"," 6 ","6","FTL","Unbridled Express"
"2021-05-13","IND","MAIDEN CLAIMING($30,000) ","4","Grumpa","9-2"," 2 ","2","FTL","Mastery"
"2021-05-13","IND","MAIDEN CLAIMING($30,000) ","4","Indy Event","15-1"," 3 ","3","FTL","Tourist"
"2021-05-13","IND","MAIDEN CLAIMING($30,000) ","4","Vidal","4-1"," 4 ","4","FTL","Midshipman"
"2021-05-13","IND","MAIDEN CLAIMING($30,000) ","4","Ask the Umpire","1-1"," 5 ","5","FTL","Commissioner"
"2021-05-13","IND","MAIDEN CLAIMING($30,000) ","4","Rising Outlaw","6-1"," 7 ","7","FTL","Bodemeister"
"2021-05-13","IND","MAIDEN CLAIMING($10,000) ","8","Talktomejustice","8-1"," 3 ","3","FTL","Revolutionary"
"2021-05-13","IND","MAIDEN CLAIMING($10,000) ","8","Miss Donnasue","8-1"," 8 ","8","FTL","Noble's Promise"
"2021-05-13","LS","MAIDEN SPECIAL WEIGHT ","5","Constitution Girl","10-1","10 ","10","FTL","Intimidator"
"2021-05-13","LS","MAIDEN SPECIAL WEIGHT ","5","Velvet Chains","10-1","12 ","12","FTL","Dominus"
"2021-05-13","PIM","MAIDEN CLAIMING($20,000) ","3","No Laying Up","15-1"," 7 ","7","FTL","Great Notion"
"2021-05-13","PIM","MAIDEN CLAIMING($20,000) ","3","Rip It","12-1","10 ","10","FTL","Tapit"
"2021-05-13","PIM","MAIDEN CLAIMING($20,000) ","3","Super Monarch","5-1","15 ","15","FTL","Super Saver"
"2021-05-13","PIM","MAIDEN CLAIMING($20,000) ","3","Bridge of Hope","20-1","16 ","16","FTL","Verrazano"
"2021-05-13","PIM","MAIDEN CLAIMING($20,000) ","5","Zealin It","3-1"," 2 ","2","FTL","War Dancer"
"2021-05-13","PIM","MAIDEN CLAIMING($20,000) ","5","Undaunted Rags","4-1","11 ","11","FTL","Union Rags"
"2021-05-13","PIM","MAIDEN CLAIMING($20,000) ","5","Honey Island","15-1","12 ","12","FTL","Seville*Ger"
"2021-05-13","PIM","MAIDEN CLAIMING($20,000) ","5","Tiddly Wink","15-1","13 ","13","FTL","Broken Vow"
"2021-05-13","RP","MAIDEN CLAIMING($7,500) ","3","Follies the Kash","12-1"," 6 ","6","FTL","Dash to Follies"
"2021-05-13","RP","MAIDEN CLAIMING($7,500) ","3","Kiss N Dash","7-2","10 ","10","FTL","Painted Dash"
"2021-05-13","RP","MAIDEN ","8","Shes a Tough Soldier","10-1"," 2 ","2","FTL","Bv Travelin Soldier"
"2021-05-13","RP","MAIDEN ","8","Traktion","8-1"," 3 ","3","FTL","American Runaway"
"2021-05-13","RP","MAIDEN ","8","Pals Still Flyen","20-1"," 5 ","5","FTL","Pals Real Royalcross"
"2021-05-13","RP","MAIDEN ","8","Trig","7-2"," 8 ","8","FTL","Apollitical Jess"
"2021-05-13","RP","MAIDEN ","8","Ceeloo","6-1"," 9 ","9","FTL","Lil Kool Wagon"
"2021-05-13","RP","MAIDEN ","8","Lota Jnd","15-1","10 ","10","FTL","Lota Pyc"
